State,Year,Quarter,Transaction_Type,Transaction_Count,Transaction_Amount
Ladakh,2023,2,Retail,1437079,1366665989.4302006
Ladakh,2023,2,Utility,424429,229649678.1259935
Ladakh,2023,3,P2P,1856334,6952580191.5153675
Ladakh,2023,3,Retail,1693969,1740665983.4132278
Ladakh,2023,3,Utility,515323,272964526.9247028
Ladakh,2023,4,P2P,1495868,5745786847.46586
Ladakh,2023,4,Retail,1624260,1520938455.336734
Ladakh,2023,4,Utility,403359,248610216.85895514
Ladakh,2024,1,P2P,1309880,4854562905.003714
Ladakh,2024,1,Retail,1611509,1520474470.8507104
Ladakh,2024,1,Utility,332052,213236265.00793806
Ladakh,2024,2,P2P,2223303,8014741503.203558
Ladakh,2024,2,Retail,2943855,2367715812.1298532
Ladakh,2024,2,Utility,524781,350504832.082417
Ladakh,2024,3,P2P,2729278,9504927003.585289
Ladakh,2024,3,Retail,3592229,2804022828.279363
Ladakh,2024,3,Utility,641721,424029502.24446714
Ladakh,2024,4,P2P,2147484,8079551064.446615
Ladakh,2024,4,Retail,3075686,2481653266.4935193
Ladakh,2024,4,Utility,509252,367542701.78489804
Ladakh,2025,1,P2P,1789370,6367189586.696168
Ladakh,2025,1,Retail,2532508,1865084040.8469424
Ladakh,2025,1,Utility,508051,340962495.4574039
Ladakh,2025,2,Retail,4345406,2779807221.119117
Ladakh,2025,2,Utility,632290,461727007.6120949
Ladakh,2025,2,P2P,2676016,9214977949.986986
Ladakh,2025,3,P2P,3175450,10520027715.585917
Ladakh,2025,3,Retail,4892557,3077452033.5927362
Ladakh,2025,3,Utility,714259,525608878.9921716
Ladakh,2025,4,Retail,3470604,2454557160.5662613
Ladakh,2025,4,Utility,543512,463819500.787393
Ladakh,2025,4,P2P,2329612,8584384716.836355
Ladakh,2026,1,P2P,2125414,7149253785.258091
Ladakh,2026,1,Retail,3180624,2141420127.1206706
Ladakh,2026,1,Utility,474318,443723093.7483882
Ladakh,2026,2,P2P,3331223,11206998816.681328
Ladakh,2026,2,Retail,5270609,3551684896.1172237
Ladakh,2026,2,Utility,655593,701603489.3841361
Lakshadweep,2018,1,P2P,576,2928949.892456974
Lakshadweep,2018,1,Retail,548,124822.31814255845
Lakshadweep,2018,2,P2P,1665,8052844.852515283
Lakshadweep,2018,2,Retail,1202,365556.7410627877
Lakshadweep,2018,2,Utility,8,211429.85876468688
Lakshadweep,2018,3,P2P,1177,6932206.189512467
Lakshadweep,2018,3,Retail,1481,489320.2576851023
Lakshadweep,2018,3,Utility,18,225974.0023684178
Lakshadweep,2018,4,P2P,1178,8591502.22808195
Lakshadweep,2018,4,Retail,1800,617829.5729876842
Lakshadweep,2018,4,Utility,41,297575.7529298136
Lakshadweep,2019,1,P2P,2117,14601838.84879085
Lakshadweep,2019,1,Retail,2458,872749.1151538313
Lakshadweep,2019,1,Utility,47,210313.43813564925
Lakshadweep,2019,2,P2P,2342,15352332.44476239
Lakshadweep,2019,2,Retail,3217,1012399.2669598535
Lakshadweep,2019,2,Utility,49,226142.85636740155
Lakshadweep,2019,3,P2P,2600,15669874.117028635
Lakshadweep,2019,3,Retail,2520,862174.4211606053
Lakshadweep,2019,3,Utility,190,324018.46260795486
Lakshadweep,2019,4,Retail,2626,900010.3914525064
Lakshadweep,2019,4,Utility,334,436959.3240414626
Lakshadweep,2019,4,P2P,3137,18386511.061288994
Lakshadweep,2020,1,Retail,4060,1728721.4408975712
Lakshadweep,2020,1,Utility,763,701759.6246847571
Lakshadweep,2020,1,P2P,3906,23892108.43540053
Lakshadweep,2020,2,P2P,3849,26409624.642850503
Lakshadweep,2020,2,Retail,6329,3872618.312120918
Lakshadweep,2020,2,Utility,1324,634971.4571208174
Lakshadweep,2020,3,P2P,5177,33651769.51107785
Lakshadweep,2020,3,Retail,7289,3292149.8057524376
Lakshadweep,2020,3,Utility,1440,865854.6541018533
Lakshadweep,2020,4,P2P,7324,43183807.581029445
Lakshadweep,2020,4,Retail,7929,3111947.548903483
Lakshadweep,2020,4,Utility,2419,1332859.4408085793
Lakshadweep,2021,1,P2P,6910,44614248.814339004
Lakshadweep,2021,1,Retail,3956,2934834.1369108767
Lakshadweep,2021,1,Utility,5199,1610863.3853282295
Lakshadweep,2021,2,P2P,7419,43100030.79380788
Lakshadweep,2021,2,Retail,3416,3638524.966843241
Lakshadweep,2021,2,Utility,9953,3003102.145669869
Lakshadweep,2021,3,P2P,10295,61098261.099844895
Lakshadweep,2021,3,Retail,4919,7161437.873628563
Lakshadweep,2021,3,Utility,9413,3526660.476588671
Lakshadweep,2021,4,Retail,5279,7672700.411089677
Lakshadweep,2021,4,Utility,8630,3654369.4031478176
Lakshadweep,2021,4,P2P,11408,69434007.89974104
Lakshadweep,2022,1,Retail,6831,9161838.925309248
Lakshadweep,2022,1,Utility,9168,4312470.694285765
Lakshadweep,2022,1,P2P,14349,87098755.66407016
Lakshadweep,2022,2,P2P,15622,83471981.06853943
Lakshadweep,2022,2,Retail,7795,10540414.008128975
Lakshadweep,2022,2,Utility,9662,4124543.057651138
Lakshadweep,2022,3,P2P,16327,83124974.2826798
Lakshadweep,2022,3,Retail,8822,12637790.755507803
Lakshadweep,2022,3,Utility,9825,4312866.823439529
Lakshadweep,2022,4,P2P,17973,91588031.86932804
Lakshadweep,2022,4,Retail,8933,11408255.765299538
Lakshadweep,2022,4,Utility,10108,4491479.942532947
Lakshadweep,2023,1,P2P,20840,101293603.22456622
Lakshadweep,2023,1,Retail,11319,13497795.03366942
Lakshadweep,2023,1,Utility,11361,5272883.809654548
Lakshadweep,2023,2,P2P,22867,109246246.69055575
Lakshadweep,2023,2,Retail,15989,19241160.839393266
Lakshadweep,2023,2,Utility,11701,6711526.017933157
Lakshadweep,2023,3,P2P,26919,101964564.86909252
Lakshadweep,2023,3,Retail,22701,19309574.477226198
Lakshadweep,2023,3,Utility,12070,6379680.049872445
Lakshadweep,2023,4,Retail,46222,34023152.04067607
Lakshadweep,2023,4,Utility,14053,8545344.284955937
Lakshadweep,2023,4,P2P,36239,133882525.2268283
Lakshadweep,2024,1,P2P,40581,140783218.53412393
Lakshadweep,2024,1,Retail,65567,44541320.967633665
Lakshadweep,2024,1,Utility,14177,8678746.922614636
Lakshadweep,2024,2,P2P,43383,152167733.93679237
Lakshadweep,2024,2,Retail,103328,52754776.32486465
Lakshadweep,2024,2,Utility,15133,9002498.942245735
Lakshadweep,2024,3,P2P,48622,150998391.16304433
Lakshadweep,2024,3,Retail,119755,55743214.167448804
Lakshadweep,2024,3,Utility,15283,8202700.11437422
Lakshadweep,2024,4,Retail,151047,67859710.24755286
Lakshadweep,2024,4,Utility,17263,9944025.683240868
Lakshadweep,2024,4,P2P,60510,201881767.76522157
Lakshadweep,2025,1,Retail,186433,79301442.11413448
Lakshadweep,2025,1,Utility,23504,13475798.974715903
Lakshadweep,2025,1,P2P,76507,237594165.7087245
Lakshadweep,2025,2,P2P,65743,197246323.68802974
Lakshadweep,2025,2,Retail,197029,76576559.44193368
Lakshadweep,2025,2,Utility,19414,11613719.198174417
Lakshadweep,2025,3,P2P,66169,181553773.47911978
Lakshadweep,2025,3,Retail,210108,74732130.60894719
Lakshadweep,2025,3,Utility,19303,13076512.914169483
Lakshadweep,2025,4,P2P,86831,231746682.0261693
Lakshadweep,2025,4,Retail,219710,81633079.0915446
Lakshadweep,2025,4,Utility,20396,15006992.04171471
Lakshadweep,2026,1,Retail,229831,88683451.20304762
Lakshadweep,2026,1,Utility,21957,17328328.25924318
Lakshadweep,2026,1,P2P,100205,246153188.3098355
Lakshadweep,2026,2,P2P,101796,259453266.16378194
Lakshadweep,2026,2,Retail,248709,94144139.47207405
Lakshadweep,2026,2,Utility,20691,16980108.095038954
Madhya Pradesh,2018,1,P2P,2982533,8025436462.533884
Madhya Pradesh,2018,1,Retail,5540953,1064320392.6932573
Madhya Pradesh,2018,1,Utility,90643,151101254.3014853
Madhya Pradesh,2018,2,P2P,4456775,14876663065.703634
Madhya Pradesh,2018,2,Retail,6493926,1515177641.9527414
Madhya Pradesh,2018,2,Utility,298573,399571688.78350973
Madhya Pradesh,2018,3,P2P,10456411,23122682480.769234
Madhya Pradesh,2018,3,Retail,7152252,1658190763.710083
Madhya Pradesh,2018,3,Utility,454035,550914474.3552732
Madhya Pradesh,2018,4,P2P,11980653,32419984165.152397
Madhya Pradesh,2018,4,Retail,10163524,2454916350.353954
Madhya Pradesh,2018,4,Utility,663430,744717133.1542052
Madhya Pradesh,2019,1,P2P,24432077,45152535423.92134
Madhya Pradesh,2019,1,Retail,13270690,2993131099.323229
Madhya Pradesh,2019,1,Utility,1226099,1153010443.381269
Madhya Pradesh,2019,2,P2P,20842891,61124126939.443054
Madhya Pradesh,2019,2,Retail,19025755,4924751531.830441
Madhya Pradesh,2019,2,Utility,1375818,1706923743.5129895
Madhya Pradesh,2019,3,P2P,23192694,68798753736.45984
Madhya Pradesh,2019,3,Retail,29189777,7253207082.2477865
Madhya Pradesh,2019,3,Utility,2513880,3020007266.86693
Madhya Pradesh,2019,4,P2P,33794899,95844665198.53723
Madhya Pradesh,2019,4,Retail,31573884,9001728362.475853
Madhya Pradesh,2019,4,Utility,5634285,3973182073.9606237
Madhya Pradesh,2020,1,Retail,36937883,11919807877.324293
Madhya Pradesh,2020,1,Utility,8526282,4730448174.925011
Madhya Pradesh,2020,1,P2P,34929211,111453163264.71494
Madhya Pradesh,2020,2,P2P,33907763,125562756208.35052
Madhya Pradesh,2020,2,Retail,28763727,13966971353.228683
Madhya Pradesh,2020,2,Utility,13036513,5585883453.391074
Madhya Pradesh,2020,3,Utility,12299837,7604020280.154075
Madhya Pradesh,2020,3,P2P,48783194,168188848665.08633
Madhya Pradesh,2020,3,Retail,44812503,22259050037.072163
Madhya Pradesh,2020,4,P2P,64401144,223368461418.338
Madhya Pradesh,2020,4,Retail,67928541,36456005544.82321
Madhya Pradesh,2020,4,Utility,15369811,10020588129.146439
Madhya Pradesh,2021,1,P2P,78279566,261059127641.43152
Madhya Pradesh,2021,1,Retail,79551215,45155958515.65863
Madhya Pradesh,2021,1,Utility,29616287,13480959262.087997
Madhya Pradesh,2021,2,P2P,91032253,323560378029.18933
Madhya Pradesh,2021,2,Utility,43800755,18163847258.26838
Madhya Pradesh,2021,2,Retail,68475966,51339627291.98926
Madhya Pradesh,2021,3,Utility,43359373,21372609979.845333
Madhya Pradesh,2021,3,P2P,118679995,374483947531.1985
Madhya Pradesh,2021,3,Retail,124505570,75187039311.15306
Madhya Pradesh,2021,4,P2P,127810835,409205981203.4761
Madhya Pradesh,2021,4,Retail,154372079,96066619465.16414
Madhya Pradesh,2021,4,Utility,38984765,22155890468.93476
Madhya Pradesh,2022,1,Retail,208119201,120699587550.27347
Madhya Pradesh,2022,1,Utility,45034736,26590525991.863888
Madhya Pradesh,2022,1,P2P,165503407,523390793973.89966
Madhya Pradesh,2022,2,P2P,183118953,609730164270.1279
Madhya Pradesh,2022,2,Retail,254146400,148019985647.96942
Madhya Pradesh,2022,2,Utility,52798619,31606301459.17774
Madhya Pradesh,2022,3,Utility,59670715,37609667077.238716
Madhya Pradesh,2022,3,P2P,207152051,610556554088.7496
Madhya Pradesh,2022,3,Retail,298169767,157142053303.28333
Madhya Pradesh,2022,4,P2P,232104827,712107871781.2043
Madhya Pradesh,2022,4,Retail,346579011,186592887118.2431
Madhya Pradesh,2022,4,Utility,61984859,40871649826.31441
Madhya Pradesh,2023,1,P2P,263468166,809324793181.5155
Madhya Pradesh,2023,1,Retail,395551751,203820995890.95844
Madhya Pradesh,2023,1,Utility,71618700,45173382871.57996
Madhya Pradesh,2023,2,P2P,294078080,916014980566.0862
Madhya Pradesh,2023,2,Utility,81019878,54365405738.837875
Madhya Pradesh,2023,2,Retail,468684552,227030863555.15845
Madhya Pradesh,2023,3,P2P,333168847,929677804115.3452
Madhya Pradesh,2023,3,Retail,555828663,246598006829.2677
Madhya Pradesh,2023,3,Utility,85637152,58123801547.532776
Madhya Pradesh,2023,4,P2P,373938153,1063897581255.9968
Madhya Pradesh,2023,4,Retail,636732492,295552160365.8561
Madhya Pradesh,2023,4,Utility,88108658,67373328559.32103
Madhya Pradesh,2024,1,P2P,434331008,1209742432438.1948
Madhya Pradesh,2024,1,Retail,747491424,342135005639.66675
Madhya Pradesh,2024,1,Utility,101620697,74293758777.68762
Madhya Pradesh,2024,2,P2P,462519489,1314381819558.4277
Madhya Pradesh,2024,2,Utility,109715950,84888087932.3878
Madhya Pradesh,2024,2,Retail,859901226,378077760585.70557
Madhya Pradesh,2024,3,P2P,497539973,1279552980151.1147
Madhya Pradesh,2024,3,Retail,926585300,384226020312.7956
Madhya Pradesh,2024,3,Utility,110364227,95649066253.77884
Madhya Pradesh,2024,4,P2P,545431384,1455711647566.668
Madhya Pradesh,2024,4,Retail,1024836894,440749284177.4617
Madhya Pradesh,2024,4,Utility,111609384,104751793126.50807
Madhya Pradesh,2025,1,Retail,1040983000,430487348336.8946
Madhya Pradesh,2025,1,Utility,123203106,109105360026.85428
Madhya Pradesh,2025,1,P2P,559249557,1493463209287.9224
Madhya Pradesh,2025,2,P2P,568967572,1578885278006.9512
Madhya Pradesh,2025,2,Retail,1143273346,472279945335.885
Madhya Pradesh,2025,2,Utility,125078312,117204973300.34192
Madhya Pradesh,2025,3,P2P,609772524,1493657100665.3208
Madhya Pradesh,2025,3,Retail,1244302556,478909284538.0845
Madhya Pradesh,2025,3,Utility,126262681,126075721957.48965
Madhya Pradesh,2025,4,P2P,655981444,1654478994616.5352
Madhya Pradesh,2025,4,Retail,1317761396,540014267298.06696
Madhya Pradesh,2025,4,Utility,127339599,137371608766.57396
Madhya Pradesh,2026,1,Retail,1369000689,561483954109.4495
Madhya Pradesh,2026,1,Utility,134791979,143795730016.76617
Madhya Pradesh,2026,1,P2P,682818506,1718897802609.865
Madhya Pradesh,2026,2,P2P,692355802,1816270501215.9336
Madhya Pradesh,2026,2,Utility,134905941,153957311924.0763
Madhya Pradesh,2026,2,Retail,1456576342,598148260036.9344
Maharashtra,2018,1,P2P,4904123,17240826462.602303
Maharashtra,2018,1,Retail,10256681,2575202085.579726
Maharashtra,2018,1,Utility,610493,800256051.4209037
Maharashtra,2018,2,P2P,7296740,29099936022.412193
Maharashtra,2018,2,Retail,13039678,3848017255.667726
Maharashtra,2018,2,Utility,1370966,1622028400.9558468
Maharashtra,2018,3,P2P,12620224,43625688558.038475
Maharashtra,2018,3,Utility,1976450,2141510364.0786629
Maharashtra,2018,3,Retail,16189479,4567758514.986597
Maharashtra,2018,4,Retail,23240057,7347092551.706038
Maharashtra,2018,4,Utility,2435307,2966920750.1442027
Maharashtra,2018,4,P2P,20039783,66256382869.885315
Maharashtra,2019,1,P2P,35939138,93627701694.13269
Maharashtra,2019,1,Retail,33977457,9614690903.758623
Maharashtra,2019,1,Utility,3958137,4341060420.009475
Maharashtra,2019,2,P2P,40939711,124871981422.75432
Maharashtra,2019,2,Retail,54030628,16236533042.450954
Maharashtra,2019,2,Utility,4360998,6313079791.409272
Maharashtra,2019,3,P2P,56361577,160243862341.58435
Maharashtra,2019,3,Utility,8344485,11381688753.91073
Maharashtra,2019,3,Retail,84053886,22726797443.678085
Maharashtra,2019,4,P2P,75832872,215137602476.5688
Maharashtra,2019,4,Retail,103887387,28740182970.66705
Maharashtra,2019,4,Utility,16758012,16278862802.644138
Maharashtra,2020,1,P2P,84061718,252004119894.9871
Maharashtra,2020,1,Retail,125734064,37884614833.74382
Maharashtra,2020,1,Utility,23962681,18407020909.572178
Maharashtra,2020,2,P2P,70384119,226158762586.16473
Maharashtra,2020,2,Retail,80390030,39445183618.5182
Maharashtra,2020,2,Utility,29655735,15750670588.30177
Maharashtra,2020,3,P2P,102590461,331734080136.60254
Maharashtra,2020,3,Retail,127581626,63923246389.30126
Maharashtra,2020,3,Utility,29011915,21788111646.333027
Maharashtra,2020,4,Retail,211773187,103163050873.9993
Maharashtra,2020,4,Utility,39414683,29292314892.696144
Maharashtra,2020,4,P2P,145871285,465662473822.7262
Maharashtra,2021,1,P2P,173584645,552141116755.276
Maharashtra,2021,1,Retail,241600887,119640809290.50336
Maharashtra,2021,1,Utility,72955854,41018182182.09192
Maharashtra,2021,2,Utility,95323220,45397398615.96484
Maharashtra,2021,2,P2P,208494008,647991748712.1151
Maharashtra,2021,2,Retail,229413959,135843731286.4454
Maharashtra,2021,3,P2P,268139750,793113211007.2576
Maharashtra,2021,3,Retail,362427389,192964217783.96402
Maharashtra,2021,3,Utility,104019441,54260866742.824585
Maharashtra,2021,4,P2P,286423482,866795070479.2156
Maharashtra,2021,4,Retail,441281724,240334089367.26913
Maharashtra,2021,4,Utility,93550357,54623406096.159836
Maharashtra,2022,1,P2P,367923036,1123203255047.8486
Maharashtra,2022,1,Retail,597190812,297648954466.4065
Maharashtra,2022,1,Utility,104698822,64081898952.634384
Maharashtra,2022,2,P2P,412391023,1298201018605.5713
Maharashtra,2022,2,Retail,739763476,368111002689.696
Maharashtra,2022,2,Utility,120605573,74682187917.03755
Maharashtra,2022,3,P2P,478474346,1406802921130.0376
Maharashtra,2022,3,Retail,868371330,421801358671.6442
Maharashtra,2022,3,Utility,135060465,87383032039.59189
Maharashtra,2022,4,Retail,998769959,484505085970.0005
Maharashtra,2022,4,Utility,138571543,92391456461.77217
Maharashtra,2022,4,P2P,521994075,1574013274977.3828
Maharashtra,2023,1,P2P,572302736,1752668042222.812
Maharashtra,2023,1,Retail,1121600766,511701055699.1843
Maharashtra,2023,1,Utility,149306143,98948468802.52707
Maharashtra,2023,2,Utility,164636686,116350531724.0044
Maharashtra,2023,2,P2P,620451894,1923656417567.8196
Maharashtra,2023,2,Retail,1273343788,564697638545.7037
Maharashtra,2023,3,P2P,688980001,2006015545499.0374
Maharashtra,2023,3,Utility,171877423,125825849890.5264
Maharashtra,2023,3,Retail,1427891144,621678065509.837
Maharashtra,2023,4,P2P,767862734,2255149382244.2925
Maharashtra,2023,4,Retail,1627859322,707567975451.0281
Maharashtra,2023,4,Utility,172844886,143069487454.0276
Maharashtra,2024,1,P2P,843776729,2472989757831.718
Maharashtra,2024,1,Retail,1798938438,757130276482.2281
Maharashtra,2024,1,Utility,188720337,151882908461.6195
Maharashtra,2024,2,Utility,201364193,164714077046.21762
Maharashtra,2024,2,P2P,879434478,2595981632615.5166
Maharashtra,2024,2,Retail,1975738521,814330808881.2986
Maharashtra,2024,3,P2P,971225117,2659582852230.712
Maharashtra,2024,3,Utility,213922255,187694649487.61316
Maharashtra,2024,3,Retail,2100939879,843101761553.8245
Maharashtra,2024,4,P2P,1061944663,2988788716004.467
Maharashtra,2024,4,Retail,2354931274,958368639247.0728
Maharashtra,2024,4,Utility,218025062,205369563444.1978
Maharashtra,2025,1,P2P,1136127810,3174687453169.4824
Maharashtra,2025,1,Retail,2530485146,946495808391.404
Maharashtra,2025,1,Utility,237921594,214165571085.39758
Maharashtra,2025,2,P2P,1133509660,3223140073917.948
Maharashtra,2025,2,Retail,2660636662,1017970066958.3237
Maharashtra,2025,2,Utility,241776924,218737420724.20288
Maharashtra,2025,3,P2P,1226322130,3213593268523.017
Maharashtra,2025,3,Utility,250631747,239413499237.1983
Maharashtra,2025,3,Retail,2829226611,1047203747624.8318
Maharashtra,2025,4,Retail,3052486746,1160360949368.364
Maharashtra,2025,4,Utility,254520674,260596238663.79968
Maharashtra,2025,4,P2P,1311097640,3535587711143.964
Maharashtra,2026,1,P2P,1363409161,3718724043286.4355
Maharashtra,2026,1,Retail,3200987799,1186858032146.0198
Maharashtra,2026,1,Utility,265080469,273894014955.52945
Maharashtra,2026,2,Utility,262324547,288368216966.1335
Maharashtra,2026,2,P2P,1389123843,3876458808788.0957
Maharashtra,2026,2,Retail,3413003601,1300349527402.3584
Manipur,2018,1,Retail,74310,14654416.729654565
Manipur,2018,1,Utility,200,461630.71471091616
Manipur,2018,1,P2P,30398,137401129.8530382
Manipur,2018,2,P2P,69535,272026547.87677455
Manipur,2018,2,Retail,113472,23008463.789306596
Manipur,2018,2,Utility,1923,1640846.4217567837
Manipur,2018,3,P2P,103214,407113525.5256405
Manipur,2018,3,Retail,113751,26876494.531989776
Manipur,2018,3,Utility,2817,2241915.3445818042
Manipur,2018,4,P2P,116349,640594072.7142899
Manipur,2018,4,Retail,164993,45751669.32127426
Manipur,2018,4,Utility,3952,3780020.1659896728
Manipur,2019,1,Retail,170783,43600145.02876641
Manipur,2019,1,Utility,5044,4929730.112626582
Manipur,2019,1,P2P,147093,741924571.2290529
Manipur,2019,2,P2P,161943,925621030.1286483
Manipur,2019,2,Retail,200970,54149546.91546019
Manipur,2019,2,Utility,4458,6223436.8722078595
Manipur,2019,3,P2P,191342,1083926859.4994905
Manipur,2019,3,Retail,204807,60238254.90901807
Manipur,2019,3,Utility,15944,11335925.53453511
Manipur,2019,4,Retail,209319,69250664.37125665
Manipur,2019,4,Utility,52049,20534642.706216108
Manipur,2019,4,P2P,250375,1366640709.641903
Manipur,2020,1,P2P,267095,1510268855.3844562
Manipur,2020,1,Retail,244184,87444294.00552452
Manipur,2020,1,Utility,95720,29568483.283885308
Manipur,2020,2,P2P,343823,1959800411.7397385
Manipur,2020,2,Retail,349701,145834472.24647805
Manipur,2020,2,Utility,185770,48985715.92366863
Manipur,2020,3,P2P,444736,2547814776.4825683
Manipur,2020,3,Retail,416199,195562439.18516403
Manipur,2020,3,Utility,182393,50779042.57684711
Manipur,2020,4,P2P,539549,3269509465.155344
Manipur,2020,4,Retail,420543,304928432.85955065
Manipur,2020,4,Utility,226110,69758716.12335724
Manipur,2021,1,Retail,220308,281999284.60083055
Manipur,2021,1,Utility,377533,98715920.55234031
Manipur,2021,1,P2P,553294,3500131714.370366
Manipur,2021,2,P2P,635650,3677779186.66175
Manipur,2021,2,Retail,250250,321276180.86606777
Manipur,2021,2,Utility,550077,129983823.81286731
Manipur,2021,3,P2P,835511,4777241545.953207
Manipur,2021,3,Retail,336219,501734349.9886097
Manipur,2021,3,Utility,600525,165191189.24782383
Manipur,2021,4,Retail,368527,552013355.9023898
Manipur,2021,4,Utility,558055,171387851.3507508
Manipur,2021,4,P2P,855988,4821768579.144505
Manipur,2022,1,P2P,1104469,5993076595.49044
Manipur,2022,1,Retail,509928,768193832.4402745
Manipur,2022,1,Utility,642874,203567576.57831466
Manipur,2022,2,P2P,1198080,6188181022.41522
Manipur,2022,2,Retail,645557,823897971.5596023
Manipur,2022,2,Utility,607690,196148931.0399133
Manipur,2022,3,P2P,1481055,6811189427.957539
Manipur,2022,3,Retail,837582,1070078981.2014359
Manipur,2022,3,Utility,657815,218921571.8720165
Manipur,2022,4,P2P,1609813,7091823227.381321
Manipur,2022,4,Retail,928790,1094634558.0441704
Manipur,2022,4,Utility,678547,217186102.08884835
Manipur,2023,1,Retail,1073657,1197938537.4966438
Manipur,2023,1,Utility,647485,220547108.6458903
Manipur,2023,1,P2P,1714135,7333054050.295577
Manipur,2023,2,P2P,815435,3785941001.004068
Manipur,2023,2,Retail,585926,637437822.9298607
Manipur,2023,2,Utility,298692,129197426.8177639
Manipur,2023,3,P2P,450302,3063959150.203924
Manipur,2023,3,Retail,250465,467508837.75560653
Manipur,2023,3,Utility,203970,139360700.61969483
Manipur,2023,4,Retail,688632,959087428.4335145
Manipur,2023,4,Utility,414045,232761837.35794407
Manipur,2023,4,P2P,1100791,5715195396.968554
Manipur,2024,1,Retail,1380355,1535761046.1072989
Manipur,2024,1,Utility,660502,295934191.50958014
Manipur,2024,1,P2P,1933165,7549948130.019974
Manipur,2024,2,P2P,2523049,8896322165.142174
Manipur,2024,2,Retail,2012748,1804008260.52135
Manipur,2024,2,Utility,732578,339787305.4589089
Manipur,2024,3,P2P,2962849,9406496945.20272
Manipur,2024,3,Retail,2087985,1963384287.6428576
Manipur,2024,3,Utility,755221,401879628.2365012
Manipur,2024,4,Retail,2123143,2003932951.1717005
Manipur,2024,4,Utility,660774,393796738.0994561
Manipur,2024,4,P2P,3014393,9741671649.093046
Manipur,2025,1,P2P,4012837,11520773756.149473
Manipur,2025,1,Retail,2888122,2306281181.0567245
Manipur,2025,1,Utility,874183,488083128.9625295
Manipur,2025,2,P2P,4212499,11865797207.446793
Manipur,2025,2,Retail,3542824,2498451524.0405755
Manipur,2025,2,Utility,845312,505502372.73263997
Manipur,2025,3,P2P,4683706,12731317172.199627
Manipur,2025,3,Retail,4269941,2932866171.996412
Manipur,2025,3,Utility,850824,560490107.6178644
Manipur,2025,4,P2P,4810704,12940333873.727993
Manipur,2025,4,Retail,4174837,2950414677.168601
Manipur,2025,4,Utility,829488,572000926.3118182
Manipur,2026,1,P2P,4986200,13362258518.10936
Manipur,2026,1,Retail,4367144,3026031356.950936
Manipur,2026,1,Utility,881023,615246125.609421
Manipur,2026,2,P2P,5042151,13303508278.268917
Manipur,2026,2,Retail,4552091,3030830762.1624036
Manipur,2026,2,Utility,865449,644820199.395371
Meghalaya,2018,1,P2P,14088,63861319.20273472
Meghalaya,2018,1,Retail,42995,10993533.283211894
Meghalaya,2018,1,Utility,655,1237983.7186157024
Meghalaya,2018,2,P2P,21522,112617695.90783414
Meghalaya,2018,2,Retail,56085,16026677.817567505
Meghalaya,2018,2,Utility,2068,2672100.735933321
Meghalaya,2018,3,P2P,38720,206920213.28400832
Meghalaya,2018,3,Retail,81832,22224939.112731066
Meghalaya,2018,3,Utility,3332,4022678.418205326
Meghalaya,2018,4,P2P,59703,327152291.80434555
Meghalaya,2018,4,Retail,118819,35885685.9431431
Meghalaya,2018,4,Utility,3834,5040572.247114645
Meghalaya,2019,1,P2P,92541,399716091.1732652
Meghalaya,2019,1,Retail,135938,39956165.14175424
Meghalaya,2019,1,Utility,5319,6706584.6984185465
Meghalaya,2019,2,P2P,107691,530975268.7597257
Meghalaya,2019,2,Retail,167684,49833752.21268352
Meghalaya,2019,2,Utility,4909,8795751.252607068
Meghalaya,2019,3,P2P,132605,651331351.4229603
Meghalaya,2019,3,Retail,175853,56544965.817955874
Meghalaya,2019,3,Utility,17725,17072336.002650116
Meghalaya,2019,4,P2P,159506,762278822.1134363
Meghalaya,2019,4,Retail,163554,54204057.54228297
Meghalaya,2019,4,Utility,50155,25234817.08335846
Meghalaya,2020,1,P2P,165934,881322605.5184281
Meghalaya,2020,1,Retail,189179,69139595.12751654
Meghalaya,2020,1,Utility,85118,34824697.94698556
Meghalaya,2020,2,P2P,176495,942440981.2658414
Meghalaya,2020,2,Retail,289723,111484551.24998271
Meghalaya,2020,2,Utility,162392,49880083.12076083
Meghalaya,2020,3,P2P,238589,1308122956.2268875
Meghalaya,2020,3,Retail,315322,152812087.35578007
Meghalaya,2020,3,Utility,138148,53022511.78689799
Meghalaya,2020,4,P2P,319172,1769042212.128305
Meghalaya,2020,4,Retail,321204,185899480.69333392
Meghalaya,2020,4,Utility,195985,71659615.95533201
Meghalaya,2021,1,P2P,374973,2048051414.7235286
Meghalaya,2021,1,Retail,170026,202138262.00609952
Meghalaya,2021,1,Utility,350046,117518851.94823785
Meghalaya,2021,2,P2P,422974,2156305089.4476595
Meghalaya,2021,2,Retail,193215,221568389.41804916
Meghalaya,2021,2,Utility,510243,156642370.9835583
Meghalaya,2021,3,P2P,544751,2691017154.5311894
Meghalaya,2021,3,Retail,261011,332389539.7072395
Meghalaya,2021,3,Utility,548454,180708084.26088798
Meghalaya,2021,4,P2P,686100,3293297260.348463
Meghalaya,2021,4,Retail,348960,463790234.5144209
Meghalaya,2021,4,Utility,523584,194963340.2264163
Meghalaya,2022,1,P2P,932731,4496098215.468949
Meghalaya,2022,1,Retail,522433,633464796.1195548
Meghalaya,2022,1,Utility,556173,236551443.99498066
Meghalaya,2022,2,P2P,1141224,5009572739.755018
Meghalaya,2022,2,Retail,740673,834803630.0664686
