State,Year,Quarter,Transaction_Type,Transaction_Count,Transaction_Amount
Dadra & Nagar Haveli & Daman & Diu,2025,4,Utility,1645644,1487016855.6618056
Dadra & Nagar Haveli & Daman & Diu,2026,1,P2P,9026170,18365631011.367126
Dadra & Nagar Haveli & Daman & Diu,2026,1,Retail,23012051,6982981705.038947
Dadra & Nagar Haveli & Daman & Diu,2026,1,Utility,1680935,1595154558.7468367
Dadra & Nagar Haveli & Daman & Diu,2026,2,P2P,8616843,17760169467.527782
Dadra & Nagar Haveli & Daman & Diu,2026,2,Utility,1527516,1657169648.0755792
Dadra & Nagar Haveli & Daman & Diu,2026,2,Retail,22891864,7135173536.138385
Delhi,2018,1,P2P,1615875,6613992284.600445
Delhi,2018,1,Retail,2985448,1148984698.5722213
Delhi,2018,1,Utility,260065,508394810.21996593
Delhi,2018,2,P2P,2449953,10705276058.987059
Delhi,2018,2,Retail,3933398,1674224616.104566
Delhi,2018,2,Utility,506635,985088769.1934346
Delhi,2018,3,P2P,3857294,15638095034.731197
Delhi,2018,3,Retail,7857195,2613651174.5518723
Delhi,2018,3,Utility,860477,1706152494.9070094
Delhi,2018,4,P2P,6896926,24140960272.660408
Delhi,2018,4,Retail,16093319,4622198284.567203
Delhi,2018,4,Utility,1860729,2261485270.585554
Delhi,2019,1,P2P,13271887,34913555078.46779
Delhi,2019,1,Retail,20659076,6224432708.54089
Delhi,2019,1,Utility,2963382,3162670528.154049
Delhi,2019,2,P2P,14006642,45424390322.526535
Delhi,2019,2,Retail,25329627,9314644671.152843
Delhi,2019,2,Utility,3677505,4229828493.4022827
Delhi,2019,3,P2P,17777669,56924131935.82279
Delhi,2019,3,Retail,32091616,11239237226.551504
Delhi,2019,3,Utility,5872908,8305625997.148831
Delhi,2019,4,P2P,22990805,73172930044.70358
Delhi,2019,4,Retail,31670633,10701074648.996319
Delhi,2019,4,Utility,7887397,9778026268.105232
Delhi,2020,1,P2P,23652153,79643697565.12839
Delhi,2020,1,Retail,33050230,12398014613.550798
Delhi,2020,1,Utility,8215685,9256207125.792097
Delhi,2020,2,P2P,19831287,62176284868.57231
Delhi,2020,2,Retail,25679771,11742361243.95334
Delhi,2020,2,Utility,6930252,7081687503.486639
Delhi,2020,3,P2P,29703975,99923705586.27753
Delhi,2020,3,Retail,36733987,18161602168.056664
Delhi,2020,3,Utility,7424548,11694162769.293404
Delhi,2020,4,P2P,39937336,137657058710.51184
Delhi,2020,4,Retail,50818263,26604889258.919285
Delhi,2020,4,Utility,10505343,13477649399.133898
Delhi,2021,1,P2P,46702955,159960330930.0562
Delhi,2021,1,Retail,56615267,30330419267.654118
Delhi,2021,1,Utility,16835054,15377680320.739393
Delhi,2021,2,P2P,48255308,157762948535.56097
Delhi,2021,2,Retail,54742475,29794539964.782265
Delhi,2021,2,Utility,18473500,14943987143.104588
Delhi,2021,3,P2P,67534917,221326121339.71634
Delhi,2021,3,Retail,82693069,45769301103.46325
Delhi,2021,3,Utility,22523596,21020350819.261585
Delhi,2021,4,P2P,69394557,238511455799.33386
Delhi,2021,4,Retail,91396064,54797023087.60566
Delhi,2021,4,Utility,19381497,18837003591.962708
Delhi,2022,1,P2P,84352873,290358593974.25073
Delhi,2022,1,Retail,118196322,65920349212.4068
Delhi,2022,1,Utility,20602963,20096780828.376175
Delhi,2022,2,P2P,97270927,337367962271.49725
Delhi,2022,2,Retail,159256415,81700616850.92065
Delhi,2022,2,Utility,24135356,23946955799.75454
Delhi,2022,3,P2P,114108021,376772418407.59564
Delhi,2022,3,Retail,193226144,98636196166.26532
Delhi,2022,3,Utility,28810329,31706088608.42137
Delhi,2022,4,P2P,121689844,412210552611.67444
Delhi,2022,4,Retail,213906227,112404157621.94623
Delhi,2022,4,Utility,29427236,31422987101.984715
Delhi,2023,1,P2P,134544771,458028820879.5006
Delhi,2023,1,Retail,241528649,121313029656.01613
Delhi,2023,1,Utility,32210985,32173479383.219826
Delhi,2023,2,P2P,150932258,495941983754.56287
Delhi,2023,2,Retail,293401714,129247536089.43745
Delhi,2023,2,Utility,35543813,36334755912.00261
Delhi,2023,3,P2P,166704530,520576287385.6996
Delhi,2023,3,Retail,339588954,144799573808.67517
Delhi,2023,3,Utility,38169781,42009041794.48242
Delhi,2023,4,P2P,184185421,584988930790.5793
Delhi,2023,4,Retail,373762989,169985173073.26645
Delhi,2023,4,Utility,38030327,45059130526.547806
Delhi,2024,1,P2P,196018058,600721954771.1904
Delhi,2024,1,Retail,411667423,187508137199.01968
Delhi,2024,1,Utility,41003547,44796786305.64227
Delhi,2024,2,P2P,219740879,637068836354.2264
Delhi,2024,2,Retail,509081017,207239240263.8697
Delhi,2024,2,Utility,45492460,51437891875.32538
Delhi,2024,3,P2P,242375284,671865064849.4386
Delhi,2024,3,Retail,552938672,223350915074.8234
Delhi,2024,3,Utility,49397556,65678830427.21243
Delhi,2024,4,P2P,261111396,744703563662.6298
Delhi,2024,4,Retail,597843647,248904926072.35602
Delhi,2024,4,Utility,51136394,65216051851.69355
Delhi,2025,1,P2P,270766003,762233475223.4039
Delhi,2025,1,Retail,618162326,246077008868.07806
Delhi,2025,1,Utility,58066232,67385225958.08297
Delhi,2025,2,P2P,270015501,740416272198.686
Delhi,2025,2,Retail,662259192,249841974687.52698
Delhi,2025,2,Utility,56078668,69139349365.76556
Delhi,2025,3,P2P,293655235,758269517331.4297
Delhi,2025,3,Retail,714113988,269528345722.08527
Delhi,2025,3,Utility,61548053,82515676925.47958
Delhi,2025,4,P2P,299388404,798960173880.069
Delhi,2025,4,Retail,727159498,286065578349.8772
Delhi,2025,4,Utility,61435469,85592900072.04367
Delhi,2026,1,P2P,296399539,786226510832.888
Delhi,2026,1,Retail,729639080,285358645173.2632
Delhi,2026,1,Utility,61742114,86140469828.58182
Delhi,2026,2,P2P,306838191,788970305372.6831
Delhi,2026,2,Retail,802878308,297272270584.85706
Delhi,2026,2,Utility,62188327,90318390519.361
Goa,2018,1,P2P,66717,310536052.23286796
Goa,2018,1,Retail,115688,34823549.82725595
Goa,2018,1,Utility,978,3706755.8401621096
Goa,2018,2,Retail,155786,54220801.88759233
Goa,2018,2,Utility,4759,9572153.782816034
Goa,2018,2,P2P,96965,471809490.7501093
Goa,2018,3,P2P,161853,705058399.8624825
Goa,2018,3,Retail,206471,66761711.43530022
Goa,2018,3,Utility,8189,12930494.776342005
Goa,2018,4,P2P,268194,1128994262.6471426
Goa,2018,4,Retail,301078,118946446.865731
Goa,2018,4,Utility,10375,19503060.335480757
Goa,2019,1,P2P,442149,1540894595.8259363
Goa,2019,1,Retail,405891,154768961.85554752
Goa,2019,1,Utility,21039,33620208.430851
Goa,2019,2,Retail,527008,216078095.09677684
Goa,2019,2,Utility,29378,47971583.95144659
Goa,2019,2,P2P,510080,1900979217.6254444
Goa,2019,3,P2P,649002,2332499708.247799
Goa,2019,3,Retail,625843,255827932.74583995
Goa,2019,3,Utility,77114,95042983.35279098
Goa,2019,4,P2P,959581,3384078979.629251
Goa,2019,4,Retail,742233,358502884.4831424
Goa,2019,4,Utility,199647,172556157.06434244
Goa,2020,1,P2P,1095516,3821555533.939994
Goa,2020,1,Retail,920792,473180121.1979971
Goa,2020,1,Utility,292336,197255866.45560712
Goa,2020,2,Retail,763049,332384440.0055257
Goa,2020,2,Utility,347749,149255751.01184732
Goa,2020,2,P2P,629488,2233504878.533367
Goa,2020,3,P2P,847145,3049124095.680682
Goa,2020,3,Retail,966368,520047755.90529764
Goa,2020,3,Utility,319592,196589249.12605613
Goa,2020,4,P2P,1695904,5930909081.452722
Goa,2020,4,Retail,1953066,1319712025.886392
Goa,2020,4,Utility,497313,314574563.3806375
Goa,2021,1,P2P,2574988,8620518353.688997
Goa,2021,1,Retail,2615744,2069116577.4787273
Goa,2021,1,Utility,978889,488842668.3224066
Goa,2021,2,P2P,2032902,6715796538.132618
Goa,2021,2,Retail,2174178,1619857190.6634598
Goa,2021,2,Utility,1136351,449071896.2735516
Goa,2021,3,P2P,2861832,8645137242.722237
Goa,2021,3,Retail,3288618,2427523988.2154765
Goa,2021,3,Utility,1267079,546148040.8793132
Goa,2021,4,P2P,4502621,13584946479.15039
Goa,2021,4,Retail,5639629,4456412842.244863
Goa,2021,4,Utility,1323738,702164625.7760279
Goa,2022,1,P2P,5223491,15875191370.21629
Goa,2022,1,Retail,7310623,5294159342.0660715
Goa,2022,1,Utility,1394762,766596116.5166826
Goa,2022,2,Retail,8797632,6258135771.36121
Goa,2022,2,Utility,1565643,943735904.8004849
Goa,2022,2,P2P,5658819,17676315842.617714
Goa,2022,3,P2P,6030389,18067302313.098553
Goa,2022,3,Retail,10069731,6700475073.702237
Goa,2022,3,Utility,1681161,1044017318.8822618
Goa,2022,4,P2P,7786510,23343772326.222736
Goa,2022,4,Retail,13577360,8952887540.397871
Goa,2022,4,Utility,1856794,1205798495.5616136
Goa,2023,1,P2P,8076526,24782822186.65268
Goa,2023,1,Retail,14541027,9321363838.650578
Goa,2023,1,Utility,1908727,1166548793.9485207
Goa,2023,2,P2P,8592814,26989476119.05048
Goa,2023,2,Retail,16228200,10305424527.268555
Goa,2023,2,Utility,2043786,1320263326.4550257
Goa,2023,3,P2P,8489626,25735977910.63273
Goa,2023,3,Retail,16701945,10334137414.25667
Goa,2023,3,Utility,2057103,1380265196.744306
Goa,2023,4,P2P,10436608,30357599365.89698
Goa,2023,4,Retail,21043935,12500698100.045464
Goa,2023,4,Utility,2163377,1536909833.5859876
Goa,2024,1,P2P,10733878,31108151676.00746
Goa,2024,1,Retail,22126561,12788395634.23257
Goa,2024,1,Utility,2285672,1549138115.4228384
Goa,2024,2,P2P,10934962,32156518359.72537
Goa,2024,2,Retail,23876060,13694370360.739586
Goa,2024,2,Utility,2371417,1668520670.5833526
Goa,2024,3,P2P,10857503,30760016491.36801
Goa,2024,3,Retail,23713527,13437421733.723087
Goa,2024,3,Utility,2395328,1793564569.9947011
Goa,2024,4,P2P,13498885,37718960190.534454
Goa,2024,4,Retail,30230530,16806830557.782478
Goa,2024,4,Utility,2589479,2111950444.7605386
Goa,2025,1,P2P,14131627,39556762155.04491
Goa,2025,1,Retail,32194383,17031672278.39053
Goa,2025,1,Utility,2867963,2218777517.2146273
Goa,2025,2,Retail,30469355,16381605082.804695
Goa,2025,2,Utility,2669494,2223336859.9262238
Goa,2025,2,P2P,12632826,36764507637.62322
Goa,2025,3,P2P,12865476,35810476598.59219
Goa,2025,3,Retail,30620188,16133449858.346573
Goa,2025,3,Utility,2665063,2394937636.7766457
Goa,2025,4,P2P,14936827,42411166200.74965
Goa,2025,4,Retail,35239184,18707949941.26777
Goa,2025,4,Utility,2775581,2694200725.8649597
Goa,2026,1,P2P,15481410,45050668406.35262
Goa,2026,1,Retail,36831929,19293193291.584454
Goa,2026,1,Utility,2855777,2980145782.5700717
Goa,2026,2,P2P,14983673,45463068165.06054
Goa,2026,2,Retail,37488228,20474518612.544815
Goa,2026,2,Utility,2736896,3152221526.6400623
Gujarat,2018,1,P2P,1830544,6762137481.102274
Gujarat,2018,1,Retail,4636584,1134586522.8238597
Gujarat,2018,1,Utility,168384,300866206.4375081
Gujarat,2018,2,P2P,2611334,10651072387.829233
Gujarat,2018,2,Retail,5503458,1684265079.149573
Gujarat,2018,2,Utility,461319,704278948.9668446
Gujarat,2018,3,P2P,5489933,16038431059.0648
Gujarat,2018,3,Retail,6110333,1874519965.284636
Gujarat,2018,3,Utility,641837,952518228.8130181
Gujarat,2018,4,P2P,6833499,22475442724.82301
Gujarat,2018,4,Retail,8704983,2779154354.84725
Gujarat,2018,4,Utility,769597,1217540524.0364153
Gujarat,2019,1,P2P,13774066,31830456973.84762
Gujarat,2019,1,Retail,11548425,3410640248.8722563
Gujarat,2019,1,Utility,1132735,1606666130.13561
Gujarat,2019,2,P2P,11595434,38772998449.40402
Gujarat,2019,2,Retail,15025058,5186350748.119178
Gujarat,2019,2,Utility,1171086,2171195598.2231646
Gujarat,2019,3,P2P,13435353,45589287054.42612
Gujarat,2019,3,Retail,21282425,6391485229.123528
Gujarat,2019,3,Utility,2150621,3885402181.3548374
Gujarat,2019,4,P2P,17984643,60844661776.39328
Gujarat,2019,4,Retail,18884739,6496668606.27363
Gujarat,2019,4,Utility,4541135,5735741429.003649
Gujarat,2020,1,P2P,18268400,69446094217.86783
Gujarat,2020,1,Utility,6372515,5914243267.884684
Gujarat,2020,1,Retail,22371270,8816943803.388903
Gujarat,2020,2,P2P,15009269,55751777854.7558
Gujarat,2020,2,Retail,21301458,9521225109.131428
Gujarat,2020,2,Utility,8469098,5693366756.681842
Gujarat,2020,3,P2P,22093055,85200104694.16922
Gujarat,2020,3,Retail,28750957,14551839048.062368
Gujarat,2020,3,Utility,7929243,8196745783.242428
Gujarat,2020,4,P2P,28915624,113092134669.80682
Gujarat,2020,4,Retail,37351915,21857512542.228
Gujarat,2020,4,Utility,11083263,10093579035.79671
Gujarat,2021,1,P2P,35155051,140133012341.4268
Gujarat,2021,1,Retail,36594813,25497393739.665836
Gujarat,2021,1,Utility,21245003,13063048886.273935
Gujarat,2021,2,P2P,39949396,156153025527.05435
Gujarat,2021,2,Retail,41144828,31203447408.707214
Gujarat,2021,2,Utility,27647135,15704035068.243153
Gujarat,2021,3,P2P,54390293,202343821553.0212
Gujarat,2021,3,Retail,61450401,45832164206.23178
Gujarat,2021,3,Utility,30725112,18698965906.869717
Gujarat,2021,4,P2P,56399845,214167319546.482
Gujarat,2021,4,Retail,71950994,57984242783.6033
Gujarat,2021,4,Utility,27265731,18612406225.751488
Gujarat,2022,1,P2P,74150580,280237976815.8032
Gujarat,2022,1,Utility,29300212,21083579862.536137
Gujarat,2022,1,Retail,98716618,73854424688.61642
Gujarat,2022,2,P2P,82061815,312466795978.4444
Gujarat,2022,2,Retail,126999953,88015554298.54364
Gujarat,2022,2,Utility,33804215,24709677454.09206
Gujarat,2022,3,P2P,100513268,353341748102.84106
Gujarat,2022,3,Retail,157589389,108862452440.2586
Gujarat,2022,3,Utility,40067690,30256767842.84704
Gujarat,2022,4,P2P,108856133,393365591191.5841
Gujarat,2022,4,Retail,179290320,122421777096.2709
Gujarat,2022,4,Utility,40928065,32252120001.519684
Gujarat,2023,1,P2P,121055664,436812018987.6222
Gujarat,2023,1,Retail,204120466,133026414972.74902
Gujarat,2023,1,Utility,43825872,33024222004.80917
Gujarat,2023,2,P2P,132213776,470670264353.22546
Gujarat,2023,2,Retail,245264196,141708353851.60684
Gujarat,2023,2,Utility,47973734,38210355596.72904
Gujarat,2023,3,P2P,151993907,508855967473.9337
Gujarat,2023,3,Retail,282686065,161827076541.3655
Gujarat,2023,3,Utility,50932042,42653648567.882614
Gujarat,2023,4,P2P,167346113,568262112287.967
Gujarat,2023,4,Retail,323807182,186803414836.13202
Gujarat,2023,4,Utility,51225825,48329716059.65257
Gujarat,2024,1,P2P,188201304,619601605795.4789
Gujarat,2024,1,Retail,369258483,211956788762.37778
Gujarat,2024,1,Utility,56638527,49461711883.96463
Gujarat,2024,2,P2P,199975569,639387141728.2634
Gujarat,2024,2,Retail,441428904,226554987061.83627
Gujarat,2024,2,Utility,60516982,53086503357.79835
Gujarat,2024,3,P2P,225932859,672681661804.3927
Gujarat,2024,3,Retail,473594132,236324174541.72534
Gujarat,2024,3,Utility,64160595,61250489615.300446
Gujarat,2024,4,P2P,244412869,751713713924.8728
Gujarat,2024,4,Retail,522588190,263381399652.86072
Gujarat,2024,4,Utility,64354451,67135355895.28967
Gujarat,2025,1,P2P,261049938,777747496706.7205
Gujarat,2025,1,Utility,71901303,70587121960.1921
Gujarat,2025,1,Retail,569309965,262523109769.7559
Gujarat,2025,2,P2P,251082446,738410752728.0293
Gujarat,2025,2,Retail,602292300,265781701670.59943
Gujarat,2025,2,Utility,66134130,70059869954.2934
Gujarat,2025,3,P2P,289978000,788243563657.4872
Gujarat,2025,3,Retail,684049224,288971222650.20703
Gujarat,2025,3,Utility,71326567,78417731943.17357
Gujarat,2025,4,P2P,305349338,848179638521.8336
Gujarat,2025,4,Retail,672395110,301650891249.64813
Gujarat,2025,4,Utility,70450414,85033852619.73384
Gujarat,2026,1,P2P,333335610,889541066017.2048
Gujarat,2026,1,Utility,73998228,88769378212.81226
Gujarat,2026,1,Retail,720203459,316078132789.73895
Gujarat,2026,2,P2P,330324037,875847066384.0886
Gujarat,2026,2,Retail,757197417,330648008438.8225
Gujarat,2026,2,Utility,70381232,91193812865.43333
Haryana,2018,1,Retail,3258301,921962662.2857671
Haryana,2018,1,P2P,1735441,6466324259.880962
Haryana,2018,1,Utility,50655,192412980.3611545
Haryana,2018,2,P2P,2579978,10756226947.410044
Haryana,2018,2,Retail,4054740,1283102502.2169936
Haryana,2018,2,Utility,232435,482200088.3174615
Haryana,2018,3,P2P,3891786,15697762780.228771
Haryana,2018,3,Retail,4806047,1435055516.3517344
Haryana,2018,3,Utility,337486,732026846.6028346
Haryana,2018,4,P2P,6368684,24320375715.122402
Haryana,2018,4,Retail,7602117,2323379573.2382464
Haryana,2018,4,Utility,555261,1006500206.0911402
Haryana,2019,1,Retail,10298565,2967221795.9857273
Haryana,2019,1,P2P,14454322,34271499920.528263
Haryana,2019,1,Utility,883953,1353273188.0664718
Haryana,2019,2,P2P,12805219,44489556337.047264
Haryana,2019,2,Retail,14367720,4791865213.642747
Haryana,2019,2,Utility,1125662,1813305597.8687372
Haryana,2019,3,P2P,14597118,53165539846.18116
Haryana,2019,3,Retail,19464332,5946595828.171164
Haryana,2019,3,Utility,2072737,3768014081.9824142
Haryana,2019,4,P2P,19453976,70114406431.91519
Haryana,2019,4,Retail,21364196,6949531617.42273
Haryana,2019,4,Utility,3922821,5365266370.777965
Haryana,2020,1,P2P,21051976,79202979083.63593
Haryana,2020,1,Retail,25036070,9261885732.042034
Haryana,2020,1,Utility,5251155,5787254726.7343025
Haryana,2020,2,P2P,19749837,74100532066.87581
Haryana,2020,2,Retail,20771849,10065412913.467943
Haryana,2020,2,Utility,5978008,5066979862.667367
Haryana,2020,3,P2P,29036906,105267409721.62671
Haryana,2020,3,Retail,32099499,15493827672.955091
Haryana,2020,3,Utility,6230451,7587338414.735865
Haryana,2020,4,P2P,37925384,142624913100.8062
Haryana,2020,4,Retail,44510568,23379747026.02908
Haryana,2020,4,Utility,8902670,10134267689.14429
Haryana,2021,1,Retail,46819759,25524850909.498516
Haryana,2021,1,P2P,43022006,156973368055.86383
Haryana,2021,1,Utility,15942911,12184611186.093536
Haryana,2021,2,P2P,51942602,187026471885.18204
Haryana,2021,2,Utility,20392290,14272764619.079763
Haryana,2021,2,Retail,52047541,31013340907.454784
Haryana,2021,3,P2P,66050125,218968089449.37064
Haryana,2021,3,Retail,77143949,43049444164.4685
Haryana,2021,3,Utility,22571715,17320036008.685314
Haryana,2021,4,P2P,67543542,239058815319.4356
Haryana,2021,4,Retail,85064659,52811212051.51834
Haryana,2021,4,Utility,20117157,17724691591.464275
Haryana,2022,1,P2P,85153388,297357808870.64557
Haryana,2022,1,Retail,112255341,65206757033.41636
Haryana,2022,1,Utility,23133103,20118029167.213234
Haryana,2022,2,P2P,96613876,340396093513.9016
Haryana,2022,2,Retail,148317828,80785604379.00717
Haryana,2022,2,Utility,26335681,23025729214.80062
Haryana,2022,3,P2P,113184007,372378622091.2698
Haryana,2022,3,Retail,182189584,97921218155.96616
Haryana,2022,3,Utility,30545383,28823462125.875374
Haryana,2022,4,P2P,117778439,408014744751.1925
Haryana,2022,4,Retail,197287674,111365543602.20192
Haryana,2022,4,Utility,31355451,30808783385.03018
Haryana,2023,1,Retail,219069526,117590247541.95135
Haryana,2023,1,P2P,128988482,443905213421.02246
Haryana,2023,1,Utility,34370284,31542557725.365273
Haryana,2023,2,P2P,147501959,496357889909.42505
Haryana,2023,2,Utility,37873831,36901020459.149445
Haryana,2023,2,Retail,273061935,129880209803.29529
Haryana,2023,3,P2P,156895804,499108718474.3445
Haryana,2023,3,Retail,306428250,140711814331.11206
Haryana,2023,3,Utility,38692273,39667739543.445526
Haryana,2023,4,P2P,175660164,572357451608.4054
Haryana,2023,4,Retail,339854772,168323942142.4078
Haryana,2023,4,Utility,40280339,45771027288.82871
Haryana,2024,1,Retail,373122494,181462515046.18695
Haryana,2024,1,P2P,188138732,584426895622.0225
Haryana,2024,1,Utility,44836765,45965151754.146545
Haryana,2024,2,P2P,214631303,648072244216.3668
Haryana,2024,2,Utility,49105924,51930503266.71114
Haryana,2024,2,Retail,476635703,209196597270.43042
Haryana,2024,3,P2P,231883044,649710907772.4258
Haryana,2024,3,Retail,513982387,216424879926.3836
Haryana,2024,3,Utility,51465693,61077871545.91739
Haryana,2024,4,P2P,245119637,725783034449.5459
Haryana,2024,4,Retail,546237947,244242746239.3102
Haryana,2024,4,Utility,52743722,65913669150.53643
Haryana,2025,1,P2P,248265982,736915658946.1289
Haryana,2025,1,Retail,552381807,236889312633.46994
Haryana,2025,1,Utility,56985955,68579591176.21408
Haryana,2025,2,P2P,259001315,767096768188.8385
Haryana,2025,2,Retail,627408882,255449802151.29462
Haryana,2025,2,Utility,55088912,71055112742.08694
Haryana,2025,3,P2P,276948829,750328852718.9094
Haryana,2025,3,Retail,676587870,267785248240.76047
Haryana,2025,3,Utility,58279648,80329829878.9602
Haryana,2025,4,P2P,286824452,817881389400.7981
Haryana,2025,4,Retail,679431344,292681917669.33057
Haryana,2025,4,Utility,58933440,86780875715.30179
Haryana,2026,1,P2P,288242452,804919583028.2795
Haryana,2026,1,Retail,682240539,290668993975.4584
Haryana,2026,1,Utility,60386295,87933257046.6683
Haryana,2026,2,P2P,302949383,851905761320.7651
Haryana,2026,2,Utility,59580774,94101050589.26193
Haryana,2026,2,Retail,768184781,317501866545.9623
Himachal Pradesh,2018,1,P2P,155307,561321896.1156349
Himachal Pradesh,2018,1,Retail,374817,84556046.93619494
Himachal Pradesh,2018,1,Utility,2024,7696953.607353948
Himachal Pradesh,2018,2,P2P,244789,1071983164.9170972
Himachal Pradesh,2018,2,Retail,495410,129464954.27247986
Himachal Pradesh,2018,2,Utility,12426,20007344.649603993
Himachal Pradesh,2018,3,P2P,359835,1580813699.1562047
Himachal Pradesh,2018,3,Retail,591381,141976210.16565654
Himachal Pradesh,2018,3,Utility,31853,31748139.919863
Himachal Pradesh,2018,4,P2P,614646,2501862226.075375
Himachal Pradesh,2018,4,Retail,826781,234311245.43838388
Himachal Pradesh,2018,4,Utility,45038,46419338.22722897
Himachal Pradesh,2019,1,P2P,1174821,3083347062.2650476
Himachal Pradesh,2019,1,Retail,1063259,265620861.79734063
Himachal Pradesh,2019,1,Utility,77081,74477319.3078519
Himachal Pradesh,2019,2,P2P,1109932,4295404468.075302
Himachal Pradesh,2019,2,Retail,1399651,377548268.36276275
Himachal Pradesh,2019,2,Utility,85275,98863842.10231985
Himachal Pradesh,2019,3,P2P,1136295,4862610349.346999
Himachal Pradesh,2019,3,Retail,1483897,400398318.71187246
Himachal Pradesh,2019,3,Utility,180023,165445139.2825199
Himachal Pradesh,2019,4,P2P,1525082,6211556102.768544
Himachal Pradesh,2019,4,Retail,1623659,514787381.06128347
Himachal Pradesh,2019,4,Utility,444274,259053207.50270614
Himachal Pradesh,2020,1,P2P,1548749,6171762633.286866
Himachal Pradesh,2020,1,Retail,1973218,691978382.2402248
Himachal Pradesh,2020,1,Utility,713544,332244004.07294416
Himachal Pradesh,2020,2,P2P,1491543,6495509542.366001
Himachal Pradesh,2020,2,Retail,2214649,928263508.4230182
Himachal Pradesh,2020,2,Utility,1142256,418059450.2807702
Himachal Pradesh,2020,3,P2P,2021110,9080365018.904428
Himachal Pradesh,2020,3,Retail,2795882,1327209844.724596
Himachal Pradesh,2020,3,Utility,1060966,498130968.6042366
Himachal Pradesh,2020,4,P2P,2642942,11608951266.523659
Himachal Pradesh,2020,4,Retail,3543029,2043815974.2486672
Himachal Pradesh,2020,4,Utility,1462519,660090587.7701017
Himachal Pradesh,2021,1,P2P,3080132,12224209415.950352
Himachal Pradesh,2021,1,Retail,2729674,2167269258.322501
Himachal Pradesh,2021,1,Utility,2606950,892579967.4199035
Himachal Pradesh,2021,2,P2P,3654848,14141846152.477747
Himachal Pradesh,2021,2,Retail,3324890,2753643487.363762
Himachal Pradesh,2021,2,Utility,3693667,1108344191.6402247
Himachal Pradesh,2021,3,P2P,4692458,17349224906.15679
Himachal Pradesh,2021,3,Retail,4599348,3862750854.5476985
Himachal Pradesh,2021,3,Utility,3705835,1247131497.025847
Himachal Pradesh,2021,4,P2P,4865930,17639778924.84311
Himachal Pradesh,2021,4,Retail,5779795,4896690156.893055
Himachal Pradesh,2021,4,Utility,3104536,1205572973.8866744
Himachal Pradesh,2022,1,P2P,5795846,19589779814.850983
Himachal Pradesh,2022,1,Retail,7493598,5765581347.913996
Himachal Pradesh,2022,1,Utility,3274250,1384593351.806942
Himachal Pradesh,2022,2,P2P,7197331,24425570779.701717
Himachal Pradesh,2022,2,Retail,11288487,7860605916.809366
Himachal Pradesh,2022,2,Utility,3748312,1594827169.4713552
Himachal Pradesh,2022,3,P2P,7859922,25647862036.4685
Himachal Pradesh,2022,3,Retail,12331466,8214388219.897854
Himachal Pradesh,2022,3,Utility,4191848,1779480651.507576
Himachal Pradesh,2022,4,P2P,8530434,27184004891.39645
Himachal Pradesh,2022,4,Retail,15080061,9696052501.8265
Himachal Pradesh,2022,4,Utility,3996602,1801495423.492003
Himachal Pradesh,2023,1,P2P,8712826,26985352018.79802
Himachal Pradesh,2023,1,Retail,15826198,9482839429.315975
Himachal Pradesh,2023,1,Utility,4052173,1820536706.8838387
Himachal Pradesh,2023,2,P2P,10883052,33341269752.11728
Himachal Pradesh,2023,2,Retail,21622495,12096395116.427338
Himachal Pradesh,2023,2,Utility,4460264,2154947681.15314
Himachal Pradesh,2023,3,P2P,10089367,29579529036.302704
Himachal Pradesh,2023,3,Retail,20360373,10965645791.664158
Himachal Pradesh,2023,3,Utility,4275412,2014252641.1318164
Himachal Pradesh,2023,4,P2P,11483554,33528991383.4748
Himachal Pradesh,2023,4,Retail,25051506,13376978324.14599
Himachal Pradesh,2023,4,Utility,4080214,2249692751.4347525
Himachal Pradesh,2024,1,P2P,11816852,33001710466.101242
Himachal Pradesh,2024,1,Retail,24834607,13392856602.319359
Himachal Pradesh,2024,1,Utility,4160326,2272654186.11398
Himachal Pradesh,2024,2,P2P,14982368,40678734821.93235
Himachal Pradesh,2024,2,Retail,34599835,17190095164.614952
Himachal Pradesh,2024,2,Utility,4924706,2775577075.796061
Himachal Pradesh,2024,3,P2P,14456119,38147357695.79736
Himachal Pradesh,2024,3,Retail,31103167,15766881950.078274
Himachal Pradesh,2024,3,Utility,4690964,2837796990.2541633
Himachal Pradesh,2024,4,P2P,15664730,42496725659.43588
Himachal Pradesh,2024,4,Retail,33892927,18315553666.1071
Himachal Pradesh,2024,4,Utility,4538144,2971431494.7055917
Himachal Pradesh,2025,1,P2P,16289890,42592601603.43727
Himachal Pradesh,2025,1,Retail,36211260,17717002837.888096
Himachal Pradesh,2025,1,Utility,5175278,3217993015.714382
Himachal Pradesh,2025,2,P2P,17252603,45382170735.963005
Himachal Pradesh,2025,2,Retail,41619250,19844869270.539185
Himachal Pradesh,2025,2,Utility,5031057,3516434555.2784657
Himachal Pradesh,2025,3,P2P,16586359,41808056337.83125
Himachal Pradesh,2025,3,Retail,38757665,18148603326.679848
Himachal Pradesh,2025,3,Utility,4977567,3518915180.0558405
Himachal Pradesh,2025,4,P2P,18434338,47073841034.50168
Himachal Pradesh,2025,4,Retail,39612159,20891889990.09402
Himachal Pradesh,2025,4,Utility,4856000,3850767177.126138
Himachal Pradesh,2026,1,P2P,18652821,45353944680.008545
Himachal Pradesh,2026,1,Retail,39046196,19709400980.095886
Himachal Pradesh,2026,1,Utility,5034304,4028460699.3053384
