State,Year,Quarter,Entity_Type,Entity_Name,Transaction_Count,Transaction_Amount
Meghalaya,2021,1,Districts,ri bhoi district,129729,336284893.00846285
Meghalaya,2021,1,Districts,east jaintia hills district,95636,274047961.23190826
Meghalaya,2021,1,Districts,south west garo hills district,32767,80243133.36774899
Meghalaya,2021,1,Districts,west jaintia hills district,31959,70792397.04399934
Meghalaya,2021,1,Districts,north garo hills district,26952,54976090.121070184
Meghalaya,2021,1,Districts,south garo hills district,26151,60093491.51855392
Meghalaya,2021,1,Districts,east garo hills district,24445,52787304.2152777
Meghalaya,2021,1,Districts,west khasi hills district,18312,71056371.39699955
Meghalaya,2021,2,Districts,east khasi hills district,404783,984613696.6183026
Meghalaya,2021,2,Districts,west garo hills district,215637,493246852.1305171
Meghalaya,2021,2,Districts,ri bhoi district,153122,340745245.90257525
Meghalaya,2021,2,Districts,east jaintia hills district,124084,283174067.6107024
Meghalaya,2021,2,Districts,south west garo hills district,44924,92883259.7608318
Meghalaya,2021,2,Districts,west jaintia hills district,43019,73235167.51064844
Meghalaya,2021,2,Districts,north garo hills district,38051,55449047.68437452
Meghalaya,2021,2,Districts,east garo hills district,34652,58704106.47054612
Meghalaya,2021,2,Districts,south garo hills district,32530,68707205.3641006
Meghalaya,2021,2,Districts,west khasi hills district,18114,44311195.82191198
Meghalaya,2021,3,Districts,east khasi hills district,494585,1271758978.445025
Meghalaya,2021,3,Districts,west garo hills district,262027,625228314.2662368
Meghalaya,2021,3,Districts,ri bhoi district,183837,428602138.6893417
Meghalaya,2021,3,Districts,east jaintia hills district,146047,343725079.58422637
Meghalaya,2021,3,Districts,west jaintia hills district,53551,97198413.38984935
Meghalaya,2021,3,Districts,south west garo hills district,52996,117302557.32716697
Meghalaya,2021,3,Districts,north garo hills district,46238,82124677.96997678
Meghalaya,2021,3,Districts,east garo hills district,42337,74946258.65538329
Meghalaya,2021,3,Districts,south garo hills district,33981,70514642.84143652
Meghalaya,2021,3,Districts,west khasi hills district,18319,44557206.19659538
Meghalaya,2021,4,Districts,east khasi hills district,560127,1472086945.6211507
Meghalaya,2021,4,Districts,west garo hills district,278454,736256558.4348123
Meghalaya,2021,4,Districts,ri bhoi district,247969,551364270.043916
Meghalaya,2021,4,Districts,east jaintia hills district,172539,436193828.3745167
Meghalaya,2021,4,Districts,south west garo hills district,56750,126365044.3897137
Meghalaya,2021,4,Districts,west jaintia hills district,53159,114742695.01921016
Meghalaya,2021,4,Districts,north garo hills district,50665,112198411.27960941
Meghalaya,2021,4,Districts,east garo hills district,46326,92707483.1095005
Meghalaya,2021,4,Districts,south garo hills district,37514,114545170.94144231
Meghalaya,2021,4,Districts,west khasi hills district,30894,115217338.33762017
Meghalaya,2022,1,Districts,east khasi hills district,674456,1770665681.252514
Meghalaya,2022,1,Districts,west garo hills district,373686,1044154844.0839224
Meghalaya,2022,1,Districts,ri bhoi district,341029,787531178.2887433
Meghalaya,2022,1,Districts,east jaintia hills district,231523,645968353.5112526
Meghalaya,2022,1,Districts,south west garo hills district,72465,178819998.5044119
Meghalaya,2022,1,Districts,west jaintia hills district,65666,167336742.52886674
Meghalaya,2022,1,Districts,south garo hills district,60800,228550727.88251528
Meghalaya,2022,1,Districts,north garo hills district,60745,128074592.20361805
Meghalaya,2022,1,Districts,east garo hills district,58552,129010413.69699185
Meghalaya,2022,1,Districts,west khasi hills district,44241,179653121.23913863
Meghalaya,2022,2,Districts,east khasi hills district,906637,2210611277.605864
Meghalaya,2022,2,Districts,west garo hills district,468976,1237794058.339134
Meghalaya,2022,2,Districts,ri bhoi district,453408,970793021.7742909
Meghalaya,2022,2,Districts,east jaintia hills district,268780,662272864.6381867
Meghalaya,2022,2,Districts,south west garo hills district,79516,212428504.12347198
Meghalaya,2022,2,Districts,west jaintia hills district,77376,201667008.83529806
Meghalaya,2022,2,Districts,north garo hills district,67194,132970952.81948248
Meghalaya,2022,2,Districts,east garo hills district,63345,141421548.0449767
Meghalaya,2022,2,Districts,south garo hills district,46445,124208240.56221507
Meghalaya,2022,2,Districts,west khasi hills district,34972,115223767.9605905
Meghalaya,2022,3,Districts,east khasi hills district,1161443,2565017379.3927894
Meghalaya,2022,3,Districts,west garo hills district,621240,1448492493.2534437
Meghalaya,2022,3,Districts,ri bhoi district,582252,1118154990.5894456
Meghalaya,2022,3,Districts,east jaintia hills district,359904,889435451.9034914
Meghalaya,2022,3,Districts,south west garo hills district,102846,256783224.67749068
Meghalaya,2022,3,Districts,west jaintia hills district,101049,252470956.89931452
Meghalaya,2022,3,Districts,north garo hills district,86330,172710077.5315948
Meghalaya,2022,3,Districts,east garo hills district,76754,149806088.11241898
Meghalaya,2022,3,Districts,south garo hills district,59399,140993497.43518254
Meghalaya,2022,3,Districts,west khasi hills district,38487,111177319.84138201
Meghalaya,2022,4,Districts,east khasi hills district,1195452,2638167723.806217
Meghalaya,2022,4,Districts,west garo hills district,751353,1784342307.7374394
Meghalaya,2022,4,Districts,ri bhoi district,647641,1229550967.6459272
Meghalaya,2022,4,Districts,east jaintia hills district,406435,1051724613.7171596
Meghalaya,2022,4,Districts,south west garo hills district,126541,309565040.1437666
Meghalaya,2022,4,Districts,west jaintia hills district,114119,309411127.2299946
Meghalaya,2022,4,Districts,north garo hills district,104632,208471748.77365077
Meghalaya,2022,4,Districts,east garo hills district,97333,215587765.23337492
Meghalaya,2022,4,Districts,south garo hills district,80970,212573981.30563998
Meghalaya,2022,4,Districts,west khasi hills district,58525,193681206.96727508
Meghalaya,2023,1,Districts,east khasi hills district,1274839,2719925774.8649535
Meghalaya,2023,1,Districts,west garo hills district,882899,2175163895.740539
Meghalaya,2023,1,Districts,ri bhoi district,734324,1412789278.301938
Meghalaya,2023,1,Districts,east jaintia hills district,531187,1373208831.196921
Meghalaya,2023,1,Districts,south west garo hills district,155001,425356380.6905973
Meghalaya,2023,1,Districts,west jaintia hills district,143645,393439440.06094235
Meghalaya,2023,1,Districts,north garo hills district,110830,218452062.21950364
Meghalaya,2023,1,Districts,east garo hills district,105864,231936609.81361225
Meghalaya,2023,1,Districts,south garo hills district,104000,290551041.91497076
Meghalaya,2023,1,Districts,west khasi hills district,74556,263567560.78843272
Meghalaya,2023,2,Districts,east khasi hills district,1660403,3352561004.8218746
Meghalaya,2023,2,Districts,west garo hills district,1110803,2489193894.938528
Meghalaya,2023,2,Districts,ri bhoi district,865335,1497947632.2807405
Meghalaya,2023,2,Districts,east jaintia hills district,625707,1417903276.6195483
Meghalaya,2023,2,Districts,south west garo hills district,193595,453688571.4809061
Meghalaya,2023,2,Districts,west jaintia hills district,154694,375138868.51028454
Meghalaya,2023,2,Districts,north garo hills district,128827,234302816.46774164
Meghalaya,2023,2,Districts,east garo hills district,125337,262998290.5436222
Meghalaya,2023,2,Districts,south garo hills district,115559,284622534.7107445
Meghalaya,2023,2,Districts,west khasi hills district,64621,147676307.76011592
Meghalaya,2023,3,Districts,east khasi hills district,1971085,3659772313.9121633
Meghalaya,2023,3,Districts,west garo hills district,1298171,2505888174.8189497
Meghalaya,2023,3,Districts,ri bhoi district,1018728,1571463365.3468947
Meghalaya,2023,3,Districts,east jaintia hills district,719643,1454749655.662956
Meghalaya,2023,3,Districts,south west garo hills district,215228,437977790.8701093
Meghalaya,2023,3,Districts,west jaintia hills district,167810,396847784.9907905
Meghalaya,2023,3,Districts,north garo hills district,161323,270699745.55028206
Meghalaya,2023,3,Districts,east garo hills district,150780,263155680.7192556
Meghalaya,2023,3,Districts,south garo hills district,108369,210141199.67818537
Meghalaya,2023,3,Districts,west khasi hills district,60316,129769713.01577316
Meghalaya,2023,4,Districts,east khasi hills district,2153315,3949185418.9900603
Meghalaya,2023,4,Districts,west garo hills district,1753192,3390658438.4921384
Meghalaya,2023,4,Districts,ri bhoi district,1139838,1799139697.1094193
Meghalaya,2023,4,Districts,east jaintia hills district,880217,1891688805.4183807
Meghalaya,2023,4,Districts,south west garo hills district,289362,598764871.2007093
Meghalaya,2023,4,Districts,north garo hills district,205159,370823982.09573853
Meghalaya,2023,4,Districts,east garo hills district,197384,365717013.20981246
Meghalaya,2023,4,Districts,west jaintia hills district,188318,432269203.4250187
Meghalaya,2023,4,Districts,south garo hills district,156815,326530373.74639463
Meghalaya,2023,4,Districts,west khasi hills district,83450,196677943.76437956
Meghalaya,2024,1,Districts,west garo hills district,2254552,3960090098.6175423
Meghalaya,2024,1,Districts,east khasi hills district,2183235,3778416910.5110326
Meghalaya,2024,1,Districts,ri bhoi district,1268019,1986164917.577504
Meghalaya,2024,1,Districts,east jaintia hills district,1049270,2211938235.158741
Meghalaya,2024,1,Districts,south west garo hills district,360485,710024311.5800763
Meghalaya,2024,1,Districts,north garo hills district,268430,385447033.27443177
Meghalaya,2024,1,Districts,east garo hills district,246394,387718547.4009312
Meghalaya,2024,1,Districts,south garo hills district,215559,505189308.16409147
Meghalaya,2024,1,Districts,west jaintia hills district,203483,472506934.85688186
Meghalaya,2024,1,Districts,west khasi hills district,119593,335335588.6763711
Meghalaya,2024,2,Districts,west garo hills district,3251872,4426117548.856184
Meghalaya,2024,2,Districts,east khasi hills district,3025890,4710813464.212084
Meghalaya,2024,2,Districts,ri bhoi district,1502433,2091752516.7644887
Meghalaya,2024,2,Districts,east jaintia hills district,1123875,1943308852.2654815
Meghalaya,2024,2,Districts,south west garo hills district,513255,725867383.6760432
Meghalaya,2024,2,Districts,north garo hills district,475856,426038661.52634186
Meghalaya,2024,2,Districts,east garo hills district,385309,426522525.158981
Meghalaya,2024,2,Districts,south garo hills district,255070,392454816.69875777
Meghalaya,2024,2,Districts,west jaintia hills district,225584,449925527.35446906
Meghalaya,2024,2,Districts,west khasi hills district,127244,247702134.62796402
Meghalaya,2024,3,Districts,east khasi hills district,3477814,5086467124.091228
Meghalaya,2024,3,Districts,west garo hills district,3473708,4135570866.7873497
Meghalaya,2024,3,Districts,ri bhoi district,1684612,2118790687.1449647
Meghalaya,2024,3,Districts,east jaintia hills district,1283720,1992660810.752251
Meghalaya,2024,3,Districts,south west garo hills district,544770,714381655.465446
Meghalaya,2024,3,Districts,north garo hills district,485536,461990959.8736789
Meghalaya,2024,3,Districts,east garo hills district,412787,441677490.1344939
Meghalaya,2024,3,Districts,south garo hills district,264697,347380543.82212335
Meghalaya,2024,3,Districts,west jaintia hills district,239503,466587508.3860234
Meghalaya,2024,3,Districts,west khasi hills district,124564,198537086.09030673
Meghalaya,2024,4,Districts,west garo hills district,4231510,5266825338.607511
Meghalaya,2024,4,Districts,east khasi hills district,3913909,5671836192.511117
Meghalaya,2024,4,Districts,ri bhoi district,1838033,2355267776.8046513
Meghalaya,2024,4,Districts,east jaintia hills district,1426125,2464844001.710516
Meghalaya,2024,4,Districts,south west garo hills district,653977,926057971.5337384
Meghalaya,2024,4,Districts,north garo hills district,544935,584040066.1752121
Meghalaya,2024,4,Districts,east garo hills district,487200,568558998.1334469
Meghalaya,2024,4,Districts,south garo hills district,324410,504590437.5260759
Meghalaya,2024,4,Districts,west jaintia hills district,281737,561123619.6978444
Meghalaya,2024,4,Districts,west khasi hills district,160154,325409683.9683616
Meghalaya,2025,1,Districts,west garo hills district,4760798,6207443882.342146
Meghalaya,2025,1,Districts,east khasi hills district,4137174,5606124112.325876
Meghalaya,2025,1,Districts,ri bhoi district,2056639,2602506024.5996056
Meghalaya,2025,1,Districts,east jaintia hills district,1458077,2786255061.2200103
Meghalaya,2025,1,Districts,south west garo hills district,804974,1140819576.2452133
Meghalaya,2025,1,Districts,north garo hills district,628346,619924766.5084131
Meghalaya,2025,1,Districts,east garo hills district,555411,617433011.1982434
Meghalaya,2025,1,Districts,south garo hills district,434753,731221406.1820757
Meghalaya,2025,1,Districts,west jaintia hills district,322440,600313140.132412
Meghalaya,2025,1,Districts,west khasi hills district,232058,549318899.0828199
Meghalaya,2025,2,Districts,west garo hills district,5697948,6657080684.558006
Meghalaya,2025,2,Districts,east khasi hills district,4677348,6028777490.704946
Meghalaya,2025,2,Districts,ri bhoi district,2098024,2428448411.7923136
Meghalaya,2025,2,Districts,east jaintia hills district,1398852,2225107272.3797064
Meghalaya,2025,2,Districts,south west garo hills district,961199,1581319695.4371529
Meghalaya,2025,2,Districts,north garo hills district,726125,612089327.2201173
Meghalaya,2025,2,Districts,east garo hills district,623269,594321173.112331
Meghalaya,2025,2,Districts,south garo hills district,413938,498935673.89869714
Meghalaya,2025,2,Districts,west jaintia hills district,316377,559194387.070793
Meghalaya,2025,2,Districts,west khasi hills district,207178,369735291.0121666
Meghalaya,2025,3,Districts,west garo hills district,6302329,8129441724.601063
Meghalaya,2025,3,Districts,east khasi hills district,5568767,6834883656.743404
Meghalaya,2025,3,Districts,ri bhoi district,2469535,2708083614.238719
Meghalaya,2025,3,Districts,east jaintia hills district,1618876,2313936258.6109505
Meghalaya,2025,3,Districts,south west garo hills district,1165755,2640106203.7922287
Meghalaya,2025,3,Districts,north garo hills district,813696,651121334.0234354
Meghalaya,2025,3,Districts,east garo hills district,730757,623899559.0116339
Meghalaya,2025,3,Districts,south garo hills district,448427,458772388.71765023
Meghalaya,2025,3,Districts,west jaintia hills district,362363,615552584.6793567
Meghalaya,2025,3,Districts,west khasi hills district,200927,291574822.7491487
Meghalaya,2025,4,Districts,west garo hills district,6006338,7297397154.273982
Meghalaya,2025,4,Districts,east khasi hills district,5624762,7196643594.877405
Meghalaya,2025,4,Districts,ri bhoi district,2471626,2913600391.764134
Meghalaya,2025,4,Districts,east jaintia hills district,1656369,2731150398.783613
Meghalaya,2025,4,Districts,south west garo hills district,1046737,1897285139.5942128
Meghalaya,2025,4,Districts,north garo hills district,785991,741102409.9288313
Meghalaya,2025,4,Districts,east garo hills district,722808,730473594.7249193
Meghalaya,2025,4,Districts,west jaintia hills district,569659,776370072.5199915
Meghalaya,2025,4,Districts,south garo hills district,493050,654357064.7070066
Meghalaya,2025,4,Districts,west khasi hills district,253688,522905985.9887449
Meghalaya,2026,1,Districts,east khasi hills district,5511988,6805544203.311346
Meghalaya,2026,1,Districts,west garo hills district,5391030,5579895267.399108
Meghalaya,2026,1,Districts,ri bhoi district,2591132,3122822882.289683
Meghalaya,2026,1,Districts,east jaintia hills district,1837460,2693335565.691262
Meghalaya,2026,1,Districts,west jaintia hills district,1597423,1373569914.7935216
Meghalaya,2026,1,Districts,south west garo hills district,851402,1027232449.1712396
Meghalaya,2026,1,Districts,north garo hills district,672092,633097871.9393533
Meghalaya,2026,1,Districts,east garo hills district,559568,562072358.2112855
Meghalaya,2026,1,Districts,south garo hills district,415895,591047435.2814075
Meghalaya,2026,1,Districts,west khasi hills district,275186,579136003.1962392
Meghalaya,2026,2,Districts,east khasi hills district,6655012,7872656201.484826
Meghalaya,2026,2,Districts,west garo hills district,6421154,6234955223.039194
Meghalaya,2026,2,Districts,ri bhoi district,2774685,3169896649.0688906
Meghalaya,2026,2,Districts,east jaintia hills district,1764638,2203962437.2824173
Meghalaya,2026,2,Districts,west jaintia hills district,1549797,1290577919.4597476
Meghalaya,2026,2,Districts,south west garo hills district,951488,1045588656.7445669
Meghalaya,2026,2,Districts,north garo hills district,770247,678252522.9506549
Meghalaya,2026,2,Districts,east garo hills district,618280,539760459.86609
Meghalaya,2026,2,Districts,south garo hills district,429334,461575760.8549888
Meghalaya,2026,2,Districts,west khasi hills district,241022,419267770.77664244
Mizoram,2018,1,Districts,aizawl district,13569,31416931.11981798
Mizoram,2018,1,Districts,lunglei district,2143,2892533.31575768
Mizoram,2018,1,Districts,kolasib district,2013,5562715.102578356
Mizoram,2018,1,Districts,mamit district,1418,6630059.814572114
Mizoram,2018,1,Districts,serchhip district,920,2156543.4899387667
Mizoram,2018,1,Districts,lawngtlai district,894,688422.789580822
Mizoram,2018,1,Districts,siaha district,618,2696935.1861720392
Mizoram,2018,1,Districts,champhai district,335,912703.3245843595
Mizoram,2018,1,Districts,khawzawl district,178,154781.03870787768
Mizoram,2018,1,Districts,saitual district,59,30817.616901803838
Mizoram,2018,2,Districts,aizawl district,18025,52239991.28288743
Mizoram,2018,2,Districts,lunglei district,4141,8186078.346262988
Mizoram,2018,2,Districts,kolasib district,2830,6830130.954366204
Mizoram,2018,2,Districts,mamit district,2121,11535047.962013004
Mizoram,2018,2,Districts,serchhip district,1561,4566427.178904392
Mizoram,2018,2,Districts,siaha district,1025,6352455.930054668
Mizoram,2018,2,Districts,lawngtlai district,780,1717789.7139308655
Mizoram,2018,2,Districts,champhai district,703,2189721.619784669
Mizoram,2018,2,Districts,khawzawl district,241,252830.89381713537
Mizoram,2018,2,Districts,saitual district,106,341814.7948921342
Mizoram,2018,3,Districts,aizawl district,26628,77699575.89693467
Mizoram,2018,3,Districts,lunglei district,5878,14086900.486173268
Mizoram,2018,3,Districts,kolasib district,3451,7727946.878271697
Mizoram,2018,3,Districts,mamit district,2661,6146891.633918477
Mizoram,2018,3,Districts,serchhip district,2646,7751885.026457027
Mizoram,2018,3,Districts,lawngtlai district,1565,3974961.6566239307
Mizoram,2018,3,Districts,siaha district,1275,6953886.937757816
Mizoram,2018,3,Districts,champhai district,1041,4327389.3502408825
Mizoram,2018,3,Districts,saitual district,280,518319.16081957344
Mizoram,2018,3,Districts,hnahthial district,130,217515.63465432322
Mizoram,2018,4,Districts,aizawl district,36079,125207303.26986475
Mizoram,2018,4,Districts,lunglei district,7843,23119447.37195443
Mizoram,2018,4,Districts,kolasib district,6204,16426611.782746015
Mizoram,2018,4,Districts,mamit district,5264,14117497.279865878
Mizoram,2018,4,Districts,serchhip district,3570,10933769.255043475
Mizoram,2018,4,Districts,lawngtlai district,3154,6884765.140924518
Mizoram,2018,4,Districts,siaha district,1575,8739523.885525115
Mizoram,2018,4,Districts,champhai district,1556,5910116.429681967
Mizoram,2018,4,Districts,saitual district,418,594500.1014364893
Mizoram,2018,4,Districts,khawzawl district,318,997662.7848336498
Mizoram,2019,1,Districts,aizawl district,46388,140452529.94410804
Mizoram,2019,1,Districts,lunglei district,10203,28951894.8479177
Mizoram,2019,1,Districts,kolasib district,7496,20296766.61556298
Mizoram,2019,1,Districts,mamit district,6758,18604676.57756869
Mizoram,2019,1,Districts,lawngtlai district,4932,15013671.6431074
Mizoram,2019,1,Districts,serchhip district,3854,12542911.078264073
Mizoram,2019,1,Districts,siaha district,2648,10696529.047503408
Mizoram,2019,1,Districts,champhai district,1700,6368122.2329528285
Mizoram,2019,1,Districts,saitual district,478,1443382.5814647549
Mizoram,2019,1,Districts,khawzawl district,414,1582079.8754148548
Mizoram,2019,2,Districts,aizawl district,54534,176959613.44782358
Mizoram,2019,2,Districts,lunglei district,13124,41250225.37805043
Mizoram,2019,2,Districts,kolasib district,7698,22797143.914880276
Mizoram,2019,2,Districts,mamit district,7583,22670510.44207634
Mizoram,2019,2,Districts,lawngtlai district,6991,18119649.045115396
Mizoram,2019,2,Districts,serchhip district,4408,15288047.790159684
Mizoram,2019,2,Districts,siaha district,2865,11401775.493057417
Mizoram,2019,2,Districts,champhai district,2209,9032378.348138077
Mizoram,2019,2,Districts,khawzawl district,651,1615628.929115959
Mizoram,2019,2,Districts,hnahthial district,472,1362970.8820174763
Mizoram,2019,3,Districts,aizawl district,60226,189007728.43388814
Mizoram,2019,3,Districts,lunglei district,15753,46453061.6393216
Mizoram,2019,3,Districts,kolasib district,8420,25686735.748980023
Mizoram,2019,3,Districts,mamit district,7857,21211457.68173016
Mizoram,2019,3,Districts,lawngtlai district,7485,20806129.29430757
Mizoram,2019,3,Districts,serchhip district,5555,17824511.625347614
Mizoram,2019,3,Districts,siaha district,3470,15156155.13613879
Mizoram,2019,3,Districts,champhai district,2946,14012442.346775187
Mizoram,2019,3,Districts,saitual district,834,1873762.9398046217
Mizoram,2019,3,Districts,khawzawl district,824,2510325.687620781
Mizoram,2019,4,Districts,aizawl district,75006,246054256.57239315
Mizoram,2019,4,Districts,lunglei district,17825,56823701.08649017
Mizoram,2019,4,Districts,kolasib district,11697,31513421.69160463
Mizoram,2019,4,Districts,mamit district,10535,24266976.02290022
Mizoram,2019,4,Districts,lawngtlai district,10136,31916747.247498214
Mizoram,2019,4,Districts,serchhip district,7240,21529834.334300254
Mizoram,2019,4,Districts,champhai district,4051,20881774.089422334
Mizoram,2019,4,Districts,siaha district,3739,19510384.473981276
Mizoram,2019,4,Districts,saitual district,1847,4041295.245890792
Mizoram,2019,4,Districts,hnahthial district,1251,3889711.531218453
Mizoram,2020,1,Districts,aizawl district,86724,255504553.64128253
Mizoram,2020,1,Districts,lunglei district,22177,61885411.374798715
Mizoram,2020,1,Districts,lawngtlai district,17144,45781678.39195584
Mizoram,2020,1,Districts,mamit district,14366,31655873.735900234
Mizoram,2020,1,Districts,kolasib district,14297,38956507.108178794
Mizoram,2020,1,Districts,serchhip district,9109,21955529.233461227
Mizoram,2020,1,Districts,champhai district,5133,20565471.40628896
Mizoram,2020,1,Districts,siaha district,5033,21079488.858136408
Mizoram,2020,1,Districts,saitual district,2103,4916239.480912331
Mizoram,2020,1,Districts,hnahthial district,1987,4403426.243320982
Mizoram,2020,2,Districts,aizawl district,101376,275263535.7519245
Mizoram,2020,2,Districts,lunglei district,29684,74971073.5222517
Mizoram,2020,2,Districts,lawngtlai district,26703,60317231.38854705
Mizoram,2020,2,Districts,mamit district,17525,34218863.85979035
Mizoram,2020,2,Districts,kolasib district,17207,41835908.76833561
Mizoram,2020,2,Districts,serchhip district,12473,27053742.732401557
Mizoram,2020,2,Districts,siaha district,7820,26830041.3936369
Mizoram,2020,2,Districts,champhai district,6358,19629563.41481388
Mizoram,2020,2,Districts,saitual district,3073,4706380.61559479
Mizoram,2020,2,Districts,hnahthial district,2662,6561512.161852088
Mizoram,2020,3,Districts,aizawl district,137736,412868075.1661689
Mizoram,2020,3,Districts,lunglei district,34811,106044003.71753277
Mizoram,2020,3,Districts,lawngtlai district,30994,83243984.829562
Mizoram,2020,3,Districts,mamit district,20518,39361585.05306061
Mizoram,2020,3,Districts,kolasib district,19252,50026247.240671255
Mizoram,2020,3,Districts,serchhip district,12768,35357437.64504344
Mizoram,2020,3,Districts,champhai district,8496,34998590.9763805
Mizoram,2020,3,Districts,siaha district,8272,33299167.84596288
Mizoram,2020,3,Districts,saitual district,3774,7351935.957260017
Mizoram,2020,3,Districts,khawzawl district,3080,8333210.2867347095
Mizoram,2020,4,Districts,aizawl district,170322,543690343.0866436
Mizoram,2020,4,Districts,lunglei district,44886,131897135.3996757
Mizoram,2020,4,Districts,lawngtlai district,37694,121190090.878837
Mizoram,2020,4,Districts,mamit district,24838,58860061.89452528
Mizoram,2020,4,Districts,kolasib district,23696,66559703.33995423
Mizoram,2020,4,Districts,serchhip district,17450,48494633.544181034
Mizoram,2020,4,Districts,champhai district,10607,40157695.73470667
Mizoram,2020,4,Districts,siaha district,9803,48564007.94694742
Mizoram,2020,4,Districts,saitual district,5039,10943778.052912747
Mizoram,2020,4,Districts,khawzawl district,4525,15018801.283864075
Mizoram,2021,1,Districts,aizawl district,184025,606292772.5647619
Mizoram,2021,1,Districts,lunglei district,50029,163095105.7152178
Mizoram,2021,1,Districts,lawngtlai district,41732,140993367.16348398
Mizoram,2021,1,Districts,kolasib district,29773,94677737.57833879
Mizoram,2021,1,Districts,mamit district,25089,68586132.50139675
Mizoram,2021,1,Districts,serchhip district,18015,58672453.58424079
Mizoram,2021,1,Districts,champhai district,10736,43501283.74006557
Mizoram,2021,1,Districts,siaha district,9909,43563957.412212834
Mizoram,2021,1,Districts,saitual district,5253,15535731.125168227
Mizoram,2021,1,Districts,khawzawl district,5140,18015454.316476237
Mizoram,2021,2,Districts,aizawl district,222115,620410166.9614027
Mizoram,2021,2,Districts,lunglei district,59351,156316554.45103866
Mizoram,2021,2,Districts,lawngtlai district,54479,150361797.801459
Mizoram,2021,2,Districts,kolasib district,34018,90288356.92308678
Mizoram,2021,2,Districts,mamit district,28869,70840747.75577246
Mizoram,2021,2,Districts,serchhip district,23472,55642994.83233476
Mizoram,2021,2,Districts,champhai district,13560,44859354.392385274
Mizoram,2021,2,Districts,siaha district,13281,51098988.43316177
Mizoram,2021,2,Districts,saitual district,8304,20480182.192556128
Mizoram,2021,2,Districts,hnahthial district,6584,15028367.458464518
Mizoram,2021,3,Districts,aizawl district,264049,824929954.1502492
Mizoram,2021,3,Districts,lunglei district,72269,198168783.1866729
Mizoram,2021,3,Districts,lawngtlai district,62611,177133158.91744336
Mizoram,2021,3,Districts,kolasib district,41998,116441695.74960057
Mizoram,2021,3,Districts,mamit district,32153,88272901.51310645
Mizoram,2021,3,Districts,serchhip district,29361,76660481.66108477
Mizoram,2021,3,Districts,champhai district,15548,63832673.18130386
Mizoram,2021,3,Districts,siaha district,14924,55927387.36038748
Mizoram,2021,3,Districts,saitual district,8482,25846351.41060008
Mizoram,2021,3,Districts,khawzawl district,8158,25156892.890006308
Mizoram,2021,4,Districts,aizawl district,268681,862757954.8154529
Mizoram,2021,4,Districts,lunglei district,70332,206132304.23870552
Mizoram,2021,4,Districts,lawngtlai district,58674,179570719.36962113
Mizoram,2021,4,Districts,kolasib district,46521,133106702.95772585
Mizoram,2021,4,Districts,mamit district,34351,87780949.46455868
Mizoram,2021,4,Districts,serchhip district,27420,71392774.96931608
Mizoram,2021,4,Districts,champhai district,16442,72429042.77729276
Mizoram,2021,4,Districts,siaha district,13717,59942167.3312354
Mizoram,2021,4,Districts,khawzawl district,11975,35186358.853019096
Mizoram,2021,4,Districts,saitual district,9810,34250092.03648416
Mizoram,2022,1,Districts,aizawl district,307926,1002911099.1335772
Mizoram,2022,1,Districts,lunglei district,85408,268164542.72560266
Mizoram,2022,1,Districts,lawngtlai district,71992,234924189.17943612
Mizoram,2022,1,Districts,kolasib district,56350,172204734.67064595
Mizoram,2022,1,Districts,mamit district,42377,112096558.38334918
Mizoram,2022,1,Districts,serchhip district,36362,99478209.32106459
Mizoram,2022,1,Districts,champhai district,18645,78265225.93521279
Mizoram,2022,1,Districts,siaha district,17781,79427427.92768998
Mizoram,2022,1,Districts,khawzawl district,16081,47284494.435588725
Mizoram,2022,1,Districts,saitual district,14292,40883795.1218846
Mizoram,2022,2,Districts,aizawl district,337271,1058279676.6443071
Mizoram,2022,2,Districts,lunglei district,89606,258639358.42956212
Mizoram,2022,2,Districts,lawngtlai district,78179,238267299.0243401
Mizoram,2022,2,Districts,kolasib district,62067,165319457.70397642
Mizoram,2022,2,Districts,mamit district,50000,129060799.85134466
Mizoram,2022,2,Districts,serchhip district,34747,98465935.48781207
Mizoram,2022,2,Districts,champhai district,21616,84020234.4376227
Mizoram,2022,2,Districts,siaha district,20595,87544681.3670195
Mizoram,2022,2,Districts,khawzawl district,17490,44687740.020400524
Mizoram,2022,2,Districts,saitual district,14104,36403265.360531434
Mizoram,2022,3,Districts,aizawl district,432577,1213579005.8194265
Mizoram,2022,3,Districts,lunglei district,105684,290253505.44837624
Mizoram,2022,3,Districts,lawngtlai district,86385,242522421.3282189
Mizoram,2022,3,Districts,kolasib district,68732,169902553.45968512
Mizoram,2022,3,Districts,mamit district,53113,132146017.78354758
Mizoram,2022,3,Districts,serchhip district,38695,99939111.11139318
Mizoram,2022,3,Districts,siaha district,22481,87598266.73130377
Mizoram,2022,3,Districts,champhai district,20946,77588576.67062037
Mizoram,2022,3,Districts,khawzawl district,18592,44580709.540473096
Mizoram,2022,3,Districts,saitual district,14560,39186637.62096017
Mizoram,2022,4,Districts,aizawl district,483475,1321662235.9616609
Mizoram,2022,4,Districts,lunglei district,123328,325979728.1839577
Mizoram,2022,4,Districts,lawngtlai district,100081,267053038.2098316
Mizoram,2022,4,Districts,kolasib district,91309,234395958.67394844
Mizoram,2022,4,Districts,mamit district,65860,172273965.65276965
Mizoram,2022,4,Districts,serchhip district,42768,111047374.3896563
Mizoram,2022,4,Districts,siaha district,28532,113700150.3183558
