State,Year,Quarter,Entity_Type,Entity_Name,Transaction_Count,Transaction_Amount
Goa,2022,4,Districts,north goa district,13750841,21148909235.191666
Goa,2022,4,Districts,south goa district,9469823,12353549126.990599
Goa,2023,1,Districts,north goa district,14555915,22249917031.499386
Goa,2023,1,Districts,south goa district,9970365,13020817787.752367
Goa,2023,2,Districts,north goa district,15959845,24636582508.703835
Goa,2023,2,Districts,south goa district,10904955,13978581464.07026
Goa,2023,3,Districts,north goa district,15577465,23224443618.137302
Goa,2023,3,Districts,south goa district,11671209,14225936903.496405
Goa,2023,4,Districts,north goa district,19934168,28110584280.565533
Goa,2023,4,Districts,south goa district,13709752,16284623018.962889
Goa,2024,1,Districts,north goa district,20639549,28538808307.7581
Goa,2024,1,Districts,south goa district,14506562,16906877117.904778
Goa,2024,2,Districts,north goa district,21699293,29846736381.16211
Goa,2024,2,Districts,south goa district,15483146,17672673009.886257
Goa,2024,3,Districts,north goa district,20677568,27962776706.543415
Goa,2024,3,Districts,south goa district,16288790,18028226088.542355
Goa,2024,4,Districts,north goa district,26919311,35264908200.11382
Goa,2024,4,Districts,south goa district,19399583,21372832992.96368
Goa,2025,1,Districts,north goa district,28350203,36336363130.4062
Goa,2025,1,Districts,south goa district,20843770,22470848820.243874
Goa,2025,2,Districts,north goa district,25901409,34041823859.93166
Goa,2025,2,Districts,south goa district,19870266,21327625720.42253
Goa,2025,3,Districts,north goa district,25672935,33250860576.669964
Goa,2025,3,Districts,south goa district,20477792,21088003517.045498
Goa,2025,4,Districts,north goa district,30714994,40244403658.96101
Goa,2025,4,Districts,south goa district,22236598,23568913208.921356
Goa,2026,1,Districts,north goa district,32187106,42618604145.442024
Goa,2026,1,Districts,south goa district,22982010,24705403335.06511
Goa,2026,2,Districts,north goa district,32267206,44147463987.33613
Goa,2026,2,Districts,south goa district,22941591,24942344316.90929
Gujarat,2018,1,Districts,ahmedabad district,1282236,1989342568.3123975
Gujarat,2018,1,Districts,surat district,1230062,1653731995.628039
Gujarat,2018,1,Districts,vadodara district,429856,648444317.1725894
Gujarat,2018,1,Districts,gandhinagar district,285464,371669965.8920461
Gujarat,2018,1,Districts,mahesana district,284920,259431472.12583643
Gujarat,2018,1,Districts,kachchh district,274097,390153751.4888816
Gujarat,2018,1,Districts,rajkot district,262471,343993879.30010086
Gujarat,2018,1,Districts,bharuch district,234031,271500481.69381505
Gujarat,2018,1,Districts,bhavnagar district,218484,198843844.61806178
Gujarat,2018,1,Districts,valsad district,211733,232402408.58717838
Gujarat,2018,2,Districts,ahmedabad district,1653551,3062971025.345776
Gujarat,2018,2,Districts,surat district,1606996,2623293262.804318
Gujarat,2018,2,Districts,vadodara district,578698,1039141726.7336267
Gujarat,2018,2,Districts,gandhinagar district,371614,597946458.2262151
Gujarat,2018,2,Districts,kachchh district,353661,591144174.2481207
Gujarat,2018,2,Districts,mahesana district,350343,432714241.5650876
Gujarat,2018,2,Districts,rajkot district,334278,530749396.4711653
Gujarat,2018,2,Districts,bharuch district,320281,457445618.00269216
Gujarat,2018,2,Districts,bhavnagar district,293547,297235906.87764776
Gujarat,2018,2,Districts,valsad district,289222,396108447.66421473
Gujarat,2018,3,Districts,ahmedabad district,2380093,4390813603.80632
Gujarat,2018,3,Districts,surat district,2245798,3712597461.341879
Gujarat,2018,3,Districts,vadodara district,827012,1542243327.3138871
Gujarat,2018,3,Districts,gandhinagar district,544997,888167407.8967857
Gujarat,2018,3,Districts,mahesana district,543890,646131919.1943917
Gujarat,2018,3,Districts,bharuch district,522068,734140108.6399658
Gujarat,2018,3,Districts,kachchh district,501189,889221912.498391
Gujarat,2018,3,Districts,rajkot district,459763,724407246.0914823
Gujarat,2018,3,Districts,bhavnagar district,418510,440811333.21157384
Gujarat,2018,3,Districts,valsad district,411459,592777253.2460077
Gujarat,2018,4,Districts,ahmedabad district,3993821,6222071863.468162
Gujarat,2018,4,Districts,surat district,2646204,4934593041.75348
Gujarat,2018,4,Districts,vadodara district,1136718,2187440247.5645657
Gujarat,2018,4,Districts,gandhinagar district,803291,1282203752.0813875
Gujarat,2018,4,Districts,bharuch district,664953,1095785448.9998665
Gujarat,2018,4,Districts,kachchh district,650875,1245581394.1281602
Gujarat,2018,4,Districts,mahesana district,632785,873141827.8508906
Gujarat,2018,4,Districts,valsad district,571099,877381887.0716652
Gujarat,2018,4,Districts,rajkot district,550542,990271362.1203743
Gujarat,2018,4,Districts,bhavnagar district,494679,634612895.4465257
Gujarat,2019,1,Districts,ahmedabad district,6936874,9091616510.599222
Gujarat,2019,1,Districts,surat district,4044703,6931986232.799435
Gujarat,2019,1,Districts,vadodara district,1835991,2983663366.9160204
Gujarat,2019,1,Districts,gandhinagar district,1502174,1860919641.3730464
Gujarat,2019,1,Districts,kachchh district,1116496,1688558856.3710732
Gujarat,2019,1,Districts,mahesana district,1107721,1237261162.2929795
Gujarat,2019,1,Districts,bharuch district,1079094,1532047617.0216527
Gujarat,2019,1,Districts,valsad district,950314,1217024156.3252118
Gujarat,2019,1,Districts,rajkot district,800529,1251581931.4938333
Gujarat,2019,1,Districts,anand district,737204,855760144.4141811
Gujarat,2019,2,Districts,ahmedabad district,8038503,12236075800.772684
Gujarat,2019,2,Districts,surat district,4376212,8520985072.546937
Gujarat,2019,2,Districts,vadodara district,1985772,3723614125.1147385
Gujarat,2019,2,Districts,gandhinagar district,1640481,2409680139.109991
Gujarat,2019,2,Districts,bharuch district,1047996,1803012360.741306
Gujarat,2019,2,Districts,mahesana district,1019325,1515145940.3701644
Gujarat,2019,2,Districts,kachchh district,1000803,1973385122.3205962
Gujarat,2019,2,Districts,valsad district,913911,1452916992.265673
Gujarat,2019,2,Districts,rajkot district,808980,1492882169.5862672
Gujarat,2019,2,Districts,bhavnagar district,686668,996748493.3928978
Gujarat,2019,3,Districts,ahmedabad district,11461450,15709909720.084135
Gujarat,2019,3,Districts,surat district,5578512,10126503888.265368
Gujarat,2019,3,Districts,vadodara district,2693046,4566998380.493906
Gujarat,2019,3,Districts,gandhinagar district,2309585,3086890750.5116735
Gujarat,2019,3,Districts,bharuch district,1260410,2172318153.571209
Gujarat,2019,3,Districts,mahesana district,1237054,1779833352.2040396
Gujarat,2019,3,Districts,anand district,1177297,1201850799.7204175
Gujarat,2019,3,Districts,rajkot district,1114834,1709821010.6353145
Gujarat,2019,3,Districts,kachchh district,1076745,2239381730.2589445
Gujarat,2019,3,Districts,valsad district,1027735,1684561448.4073133
Gujarat,2019,4,Districts,ahmedabad district,12004404,19912859834.6129
Gujarat,2019,4,Districts,surat district,6185430,12625029006.383183
Gujarat,2019,4,Districts,vadodara district,3309553,5912499028.1300955
Gujarat,2019,4,Districts,gandhinagar district,2591382,3855229577.224601
Gujarat,2019,4,Districts,bharuch district,1627176,2962698344.8723264
Gujarat,2019,4,Districts,mahesana district,1426054,2401308213.9741187
Gujarat,2019,4,Districts,valsad district,1294160,2267723741.205365
Gujarat,2019,4,Districts,kachchh district,1292014,2857135094.659086
Gujarat,2019,4,Districts,rajkot district,1216158,2303805746.900215
Gujarat,2019,4,Districts,anand district,1104251,1578430020.0104644
Gujarat,2020,1,Districts,ahmedabad district,12981299,22204572234.23114
Gujarat,2020,1,Districts,surat district,7242552,14796334060.901297
Gujarat,2020,1,Districts,vadodara district,3881516,6653278401.642878
Gujarat,2020,1,Districts,gandhinagar district,2897812,4428953381.893767
Gujarat,2020,1,Districts,bharuch district,1891459,3358027291.5864086
Gujarat,2020,1,Districts,mahesana district,1599252,2811285254.917519
Gujarat,2020,1,Districts,kachchh district,1570585,3298981800.5675406
Gujarat,2020,1,Districts,valsad district,1557505,2599086246.9314117
Gujarat,2020,1,Districts,rajkot district,1361272,2568114148.4136786
Gujarat,2020,1,Districts,anand district,1187463,1790883781.4443555
Gujarat,2020,2,Districts,ahmedabad district,9876833,15506949506.45603
Gujarat,2020,2,Districts,surat district,5624269,9069388452.514885
Gujarat,2020,2,Districts,vadodara district,3082995,5163590103.212908
Gujarat,2020,2,Districts,gandhinagar district,2397917,3627382860.3958263
Gujarat,2020,2,Districts,bharuch district,2010502,3167899319.666704
Gujarat,2020,2,Districts,mahesana district,1906466,2965745302.653143
Gujarat,2020,2,Districts,valsad district,1722227,2395380798.4457183
Gujarat,2020,2,Districts,kachchh district,1664190,3245561049.4554625
Gujarat,2020,2,Districts,rajkot district,1384855,2190780108.6868887
Gujarat,2020,2,Districts,bhavnagar district,1348858,1995376332.0127385
Gujarat,2020,3,Districts,ahmedabad district,15530752,27676101094.04117
Gujarat,2020,3,Districts,surat district,7349488,14629064678.726004
Gujarat,2020,3,Districts,vadodara district,4689850,8128119190.777702
Gujarat,2020,3,Districts,gandhinagar district,3479551,5764463150.593277
Gujarat,2020,3,Districts,bharuch district,2659635,4550524872.970114
Gujarat,2020,3,Districts,mahesana district,2274676,4281438734.5518894
Gujarat,2020,3,Districts,valsad district,2154483,3584232109.1021085
Gujarat,2020,3,Districts,kachchh district,2111606,4527632429.717446
Gujarat,2020,3,Districts,rajkot district,1673738,3373855280.937876
Gujarat,2020,3,Districts,banaskantha district,1468546,3151200561.109823
Gujarat,2020,4,Districts,ahmedabad district,19921250,36835506337.617004
Gujarat,2020,4,Districts,surat district,11243823,23002486172.15149
Gujarat,2020,4,Districts,vadodara district,6500887,10890354516.498882
Gujarat,2020,4,Districts,gandhinagar district,4368528,7338153516.25774
Gujarat,2020,4,Districts,bharuch district,3772399,6241627088.401732
Gujarat,2020,4,Districts,valsad district,3025620,4970443951.800535
Gujarat,2020,4,Districts,mahesana district,2800633,5427447275.425867
Gujarat,2020,4,Districts,kachchh district,2744434,5894328216.971835
Gujarat,2020,4,Districts,rajkot district,2097206,4448493464.943316
Gujarat,2020,4,Districts,banaskantha district,1800951,3792478506.0713944
Gujarat,2021,1,Districts,ahmedabad district,24659336,45702447374.51823
Gujarat,2021,1,Districts,surat district,13866473,29072053552.82585
Gujarat,2021,1,Districts,vadodara district,7981878,12944606582.722878
Gujarat,2021,1,Districts,gandhinagar district,5441497,9112643291.825153
Gujarat,2021,1,Districts,bharuch district,4467489,7405444186.814465
Gujarat,2021,1,Districts,valsad district,3574886,6043737838.034221
Gujarat,2021,1,Districts,kachchh district,3346061,7396824153.239834
Gujarat,2021,1,Districts,mahesana district,3189009,6534954205.231204
Gujarat,2021,1,Districts,rajkot district,2515062,5556670118.25336
Gujarat,2021,1,Districts,banaskantha district,2178138,4860565966.517766
Gujarat,2021,2,Districts,ahmedabad district,27073367,49533941694.70191
Gujarat,2021,2,Districts,surat district,15518693,31390364898.39078
Gujarat,2021,2,Districts,vadodara district,8750580,14020433780.442154
Gujarat,2021,2,Districts,gandhinagar district,5953941,9970077130.255516
Gujarat,2021,2,Districts,bharuch district,5330925,8545741275.175557
Gujarat,2021,2,Districts,valsad district,4383497,7061767248.58764
Gujarat,2021,2,Districts,kachchh district,4239233,8847372267.13398
Gujarat,2021,2,Districts,mahesana district,3926379,7593005510.438768
Gujarat,2021,2,Districts,rajkot district,2995315,6285079387.37594
Gujarat,2021,2,Districts,banaskantha district,2770929,6091123853.509365
Gujarat,2021,3,Districts,ahmedabad district,37325057,66752764758.6187
Gujarat,2021,3,Districts,surat district,21890468,42106963346.8382
Gujarat,2021,3,Districts,vadodara district,11755496,17656545491.04659
Gujarat,2021,3,Districts,gandhinagar district,8207725,13264522724.609632
Gujarat,2021,3,Districts,bharuch district,7077756,10830177942.579172
Gujarat,2021,3,Districts,valsad district,5957563,9223422429.282154
Gujarat,2021,3,Districts,kachchh district,5685164,11234905412.288082
Gujarat,2021,3,Districts,mahesana district,5075441,9960737886.077562
Gujarat,2021,3,Districts,rajkot district,4180568,8804873146.657438
Gujarat,2021,3,Districts,banaskantha district,3725964,8118944287.128029
Gujarat,2021,4,Districts,ahmedabad district,38589370,71037831790.99695
Gujarat,2021,4,Districts,surat district,23257918,45025997286.607285
Gujarat,2021,4,Districts,vadodara district,12138648,18751174303.351788
Gujarat,2021,4,Districts,gandhinagar district,8506937,14071374704.214039
Gujarat,2021,4,Districts,bharuch district,7639985,11831292504.274782
Gujarat,2021,4,Districts,valsad district,6680878,10571780048.950396
Gujarat,2021,4,Districts,kachchh district,6113541,12097494184.991665
Gujarat,2021,4,Districts,mahesana district,5332917,10963457315.210546
Gujarat,2021,4,Districts,rajkot district,4520232,9839324817.140663
Gujarat,2021,4,Districts,banaskantha district,4088084,8836021335.302244
Gujarat,2022,1,Districts,ahmedabad district,49887247,90478154180.57729
Gujarat,2022,1,Districts,surat district,31349103,60377147200.52745
Gujarat,2022,1,Districts,vadodara district,15534558,23212474033.207287
Gujarat,2022,1,Districts,gandhinagar district,10826728,17760968240.8455
Gujarat,2022,1,Districts,bharuch district,9966465,15184812447.66168
Gujarat,2022,1,Districts,valsad district,8631744,13647386271.003242
Gujarat,2022,1,Districts,kachchh district,8180374,15964768029.564688
Gujarat,2022,1,Districts,mahesana district,6802225,13761792617.146187
Gujarat,2022,1,Districts,rajkot district,5764322,12416593440.687408
Gujarat,2022,1,Districts,banaskantha district,5637185,12171904960.219948
Gujarat,2022,2,Districts,ahmedabad district,59704946,103171856278.32738
Gujarat,2022,2,Districts,surat district,37705487,68027859403.955986
Gujarat,2022,2,Districts,vadodara district,18066037,25993357234.569016
Gujarat,2022,2,Districts,gandhinagar district,12936585,20174087446.26594
Gujarat,2022,2,Districts,bharuch district,11665583,16925073403.638721
Gujarat,2022,2,Districts,valsad district,10478827,15538416929.732431
Gujarat,2022,2,Districts,kachchh district,10157069,18610953459.857506
Gujarat,2022,2,Districts,mahesana district,8137383,15539010402.80884
Gujarat,2022,2,Districts,banaskantha district,7159774,14272346765.686714
Gujarat,2022,2,Districts,rajkot district,7012502,13975809462.578505
Gujarat,2022,3,Districts,ahmedabad district,73393147,122489055880.94595
Gujarat,2022,3,Districts,surat district,47425779,79971030004.95528
Gujarat,2022,3,Districts,vadodara district,22084772,29835690093.70569
Gujarat,2022,3,Districts,gandhinagar district,15968214,23983756937.964394
Gujarat,2022,3,Districts,bharuch district,14273139,19612435712.309845
Gujarat,2022,3,Districts,valsad district,12727196,17695627006.869114
Gujarat,2022,3,Districts,kachchh district,12668902,21018372590.198956
Gujarat,2022,3,Districts,mahesana district,9699810,17808959287.89273
Gujarat,2022,3,Districts,banaskantha district,8871974,16744060651.416656
Gujarat,2022,3,Districts,rajkot district,8696717,16488119398.17738
Gujarat,2022,4,Districts,ahmedabad district,79273169,133159988079.07825
Gujarat,2022,4,Districts,surat district,51674564,84401639133.86671
Gujarat,2022,4,Districts,vadodara district,23421296,32108469347.429775
Gujarat,2022,4,Districts,gandhinagar district,17529979,26564078608.43043
Gujarat,2022,4,Districts,bharuch district,15848187,21545808981.563793
Gujarat,2022,4,Districts,valsad district,14649215,19954288770.6916
Gujarat,2022,4,Districts,kachchh district,14350389,23836250277.188137
Gujarat,2022,4,Districts,mahesana district,10852173,20392546460.903072
Gujarat,2022,4,Districts,rajkot district,9692317,18699128557.35192
Gujarat,2022,4,Districts,banaskantha district,9646898,18621395891.80305
Gujarat,2023,1,Districts,ahmedabad district,88540464,146092797667.08087
Gujarat,2023,1,Districts,surat district,60137734,96256659252.06865
Gujarat,2023,1,Districts,vadodara district,25560151,34156042027.36544
Gujarat,2023,1,Districts,gandhinagar district,19522215,29063410426.62375
Gujarat,2023,1,Districts,bharuch district,17616393,23340093836.732124
Gujarat,2023,1,Districts,kachchh district,16414535,26626594690.216297
Gujarat,2023,1,Districts,valsad district,16181700,22005309024.827976
Gujarat,2023,1,Districts,mahesana district,11897812,21791085393.11217
Gujarat,2023,1,Districts,banaskantha district,11092124,20990139321.592606
Gujarat,2023,1,Districts,rajkot district,10841272,20415900816.825615
Gujarat,2023,2,Districts,ahmedabad district,101450862,157711275396.40173
Gujarat,2023,2,Districts,surat district,69983794,102687031665.10423
Gujarat,2023,2,Districts,vadodara district,28319121,36537353012.26205
Gujarat,2023,2,Districts,gandhinagar district,22548984,31738160925.164333
Gujarat,2023,2,Districts,bharuch district,20539998,25480873701.497425
Gujarat,2023,2,Districts,kachchh district,18950408,28269603107.2129
Gujarat,2023,2,Districts,valsad district,18720429,24386794598.318184
Gujarat,2023,2,Districts,mahesana district,13809658,23764958195.4469
Gujarat,2023,2,Districts,banaskantha district,13066776,22922812054.673214
Gujarat,2023,2,Districts,rajkot district,12499973,21990907741.453674
Gujarat,2023,3,Districts,ahmedabad district,116510467,174926030874.9541
Gujarat,2023,3,Districts,surat district,80341456,109753259976.48279
Gujarat,2023,3,Districts,vadodara district,32862719,39706322394.87245
Gujarat,2023,3,Districts,gandhinagar district,26372445,35870748296.74597
Gujarat,2023,3,Districts,bharuch district,23361333,27193712683.02462
Gujarat,2023,3,Districts,kachchh district,22218387,31067625422.42339
Gujarat,2023,3,Districts,valsad district,21099102,25569641896.089836
Gujarat,2023,3,Districts,mahesana district,15654958,26866914543.127575
Gujarat,2023,3,Districts,banaskantha district,15158084,26681648128.97902
Gujarat,2023,3,Districts,rajkot district,14193068,24516604166.009045
Gujarat,2023,4,Districts,ahmedabad district,125830841,192793840510.18274
Gujarat,2023,4,Districts,surat district,90078245,122349347667.89613
Gujarat,2023,4,Districts,vadodara district,35500249,43297995790.73062
Gujarat,2023,4,Districts,gandhinagar district,28745148,39899405840.671104
Gujarat,2023,4,Districts,bharuch district,26004724,30605078363.870724
Gujarat,2023,4,Districts,kachchh district,25245978,35193682871.371254
Gujarat,2023,4,Districts,valsad district,24737813,29617540822.82805
Gujarat,2023,4,Districts,mahesana district,17885886,31230326580.967323
Gujarat,2023,4,Districts,banaskantha district,17408595,30218557097.824055
Gujarat,2023,4,Districts,vav tharad district,16134128,26366073330.36074
Gujarat,2024,1,Districts,ahmedabad district,139230639,204284135306.59238
Gujarat,2024,1,Districts,surat district,105534880,137183107400.21329
Gujarat,2024,1,Districts,vadodara district,38433206,45399931280.55101
Gujarat,2024,1,Districts,gandhinagar district,32133410,43440308263.638535
Gujarat,2024,1,Districts,bharuch district,29698497,33687526366.88814
Gujarat,2024,1,Districts,kachchh district,29491037,39530236987.471695
Gujarat,2024,1,Districts,valsad district,27878940,32599102047.730305
Gujarat,2024,1,Districts,banaskantha district,20721831,35605551798.321945
Gujarat,2024,1,Districts,vav tharad district,20502008,31685843893.855152
Gujarat,2024,1,Districts,mahesana district,20152397,34463462659.98232
Gujarat,2024,2,Districts,ahmedabad district,158112451,211737340470.73636
Gujarat,2024,2,Districts,surat district,117507384,139033183265.81555
Gujarat,2024,2,Districts,vadodara district,42634469,46830956552.723305
Gujarat,2024,2,Districts,gandhinagar district,36346480,45445678336.09351
Gujarat,2024,2,Districts,kachchh district,34665363,41782936258.00602
Gujarat,2024,2,Districts,bharuch district,33397410,34727457662.21608
Gujarat,2024,2,Districts,valsad district,31587927,34372470776.67736
Gujarat,2024,2,Districts,banaskantha district,24283177,38219829471.59494
Gujarat,2024,2,Districts,vav tharad district,24277640,33686552479.551155
Gujarat,2024,2,Districts,mahesana district,23150207,36285028099.50961
Gujarat,2024,3,Districts,ahmedabad district,174348647,227827417270.63904
Gujarat,2024,3,Districts,surat district,131549650,149944898333.1225
Gujarat,2024,3,Districts,vadodara district,45977310,49047170621.7253
Gujarat,2024,3,Districts,gandhinagar district,40460318,49706496457.26912
Gujarat,2024,3,Districts,kachchh district,38070657,43231260453.18809
Gujarat,2024,3,Districts,bharuch district,36620529,36702571374.62072
Gujarat,2024,3,Districts,valsad district,34325759,35770781011.373505
Gujarat,2024,3,Districts,banaskantha district,25881135,40692716433.51566
Gujarat,2024,3,Districts,mahesana district,25071597,39083256941.02389
Gujarat,2024,3,Districts,vav tharad district,24601746,34755841232.66324
Gujarat,2024,4,Districts,ahmedabad district,185820752,247552548153.8007
Gujarat,2024,4,Districts,surat district,142266055,164313781741.31262
Gujarat,2024,4,Districts,vadodara district,50259587,54077047597.23045
Gujarat,2024,4,Districts,gandhinagar district,43531953,54370397120.528465
Gujarat,2024,4,Districts,kachchh district,41687977,48663364488.908
Gujarat,2024,4,Districts,bharuch district,39441978,40389958759.638054
Gujarat,2024,4,Districts,valsad district,38362997,40046890107.399414
Gujarat,2024,4,Districts,banaskantha district,27906962,45009844393.00672
Gujarat,2024,4,Districts,vav tharad district,27696700,41438349734.857666
Gujarat,2024,4,Districts,mahesana district,27681644,43939940018.759995
Gujarat,2025,1,Districts,ahmedabad district,203492633,256373963808.0038
Gujarat,2025,1,Districts,surat district,156145899,173639814559.33014
Gujarat,2025,1,Districts,vadodara district,54565577,56090580581.36042
Gujarat,2025,1,Districts,gandhinagar district,47108740,55424851339.69175
Gujarat,2025,1,Districts,kachchh district,45719050,51577929792.36752
Gujarat,2025,1,Districts,bharuch district,40974049,40827471608.63685
Gujarat,2025,1,Districts,valsad district,39711214,40321882095.91708
Gujarat,2025,1,Districts,vav tharad district,29663045,40976798623.6882
Gujarat,2025,1,Districts,banaskantha district,29291158,44298841635.84353
Gujarat,2025,1,Districts,mahesana district,29098114,42744599642.73167
Gujarat,2025,2,Districts,ahmedabad district,205117798,244683698687.70123
Gujarat,2025,2,Districts,surat district,157411481,165237546404.45526
Gujarat,2025,2,Districts,vadodara district,52797601,52989764466.80664
Gujarat,2025,2,Districts,gandhinagar district,47922414,54022809942.85572
Gujarat,2025,2,Districts,kachchh district,47613845,50575936600.70186
Gujarat,2025,2,Districts,bharuch district,42340601,40384820602.71537
Gujarat,2025,2,Districts,valsad district,41449698,40834752564.439545
Gujarat,2025,2,Districts,banaskantha district,31333281,44592323461.44358
Gujarat,2025,2,Districts,vav tharad district,30891759,40513292751.474915
Gujarat,2025,2,Districts,mahesana district,30810728,42133964399.75263
Gujarat,2025,3,Districts,ahmedabad district,232471149,267626812441.17725
Gujarat,2025,3,Districts,surat district,184548217,182645895738.36215
Gujarat,2025,3,Districts,vadodara district,60393963,57011846021.30822
Gujarat,2025,3,Districts,gandhinagar district,54687999,59486169983.81368
Gujarat,2025,3,Districts,kachchh district,53960839,52861427214.97127
Gujarat,2025,3,Districts,bharuch district,48654451,43636036460.34749
Gujarat,2025,3,Districts,valsad district,45988998,42666829569.44315
Gujarat,2025,3,Districts,banaskantha district,35884055,48846554730.023056
Gujarat,2025,3,Districts,vav tharad district,35821364,44465060668.68299
Gujarat,2025,3,Districts,mahesana district,34463003,45964759937.53166
Gujarat,2025,4,Districts,ahmedabad district,230877722,279501425031.4833
Gujarat,2025,4,Districts,surat district,184123266,189861179489.917
Gujarat,2025,4,Districts,vadodara district,60676295,60098468872.89586
Gujarat,2025,4,Districts,gandhinagar district,54160353,62824004331.95466
Gujarat,2025,4,Districts,kachchh district,54030120,56561264697.05895
Gujarat,2025,4,Districts,bharuch district,49893995,46618865048.456375
Gujarat,2025,4,Districts,valsad district,48013904,46183392783.169334
Gujarat,2025,4,Districts,vav tharad district,36859120,51112785302.11423
Gujarat,2025,4,Districts,banaskantha district,35665255,52494063061.90172
Gujarat,2025,4,Districts,mahesana district,35053850,49672750359.84918
Gujarat,2026,1,Districts,ahmedabad district,248708675,290216242064.15076
Gujarat,2026,1,Districts,surat district,204111967,207188425996.0927
Gujarat,2026,1,Districts,vadodara district,64128325,62325860325.50058
Gujarat,2026,1,Districts,kachchh district,58549681,60631815560.50255
Gujarat,2026,1,Districts,gandhinagar district,58252097,65725223002.50494
Gujarat,2026,1,Districts,bharuch district,53313819,48459797879.46684
Gujarat,2026,1,Districts,valsad district,50752709,48214113969.616516
Gujarat,2026,1,Districts,vav tharad district,38761285,52731612558.597626
Gujarat,2026,1,Districts,banaskantha district,38078479,54326231077.57154
Gujarat,2026,1,Districts,mahesana district,36550667,50199878099.880486
Gujarat,2026,2,Districts,ahmedabad district,260700084,294794035228.6818
Gujarat,2026,2,Districts,surat district,201601478,201596061242.64078
Gujarat,2026,2,Districts,vadodara district,66298282,63196981477.488625
Gujarat,2026,2,Districts,kachchh district,60579670,60581479510.03189
Gujarat,2026,2,Districts,gandhinagar district,60548590,66840655989.803345
Gujarat,2026,2,Districts,bharuch district,54956816,49075687018.12625
Gujarat,2026,2,Districts,valsad district,51903972,48772915110.49753
Gujarat,2026,2,Districts,banaskantha district,39156532,54304178244.400215
Gujarat,2026,2,Districts,mahesana district,38171930,51062246904.23306
Gujarat,2026,2,Districts,vav tharad district,36805128,49059437959.39837
Haryana,2018,1,Districts,gurugram district,1427526,2395805647.664883
Haryana,2018,1,Districts,faridabad district,533590,770628932.0696139
Haryana,2018,1,Districts,hisar district,293592,430827117.9769757
Haryana,2018,1,Districts,rewari district,253101,347622103.73638844
Haryana,2018,1,Districts,sonipat district,211028,321455251.8743504
Haryana,2018,1,Districts,karnal district,204584,297308563.66716135
Haryana,2018,1,Districts,panipat district,203659,289958386.0064975
Haryana,2018,1,Districts,sirsa district,198848,197447076.96200013
Haryana,2018,1,Districts,rohtak district,148799,260769373.2370637
Haryana,2018,1,Districts,fatehabad district,142354,128840810.54782024
Haryana,2018,2,Districts,gurugram district,1945593,3725491817.148319
Haryana,2018,2,Districts,faridabad district,704352,1196679339.8398776
Haryana,2018,2,Districts,hisar district,381503,742154781.5203446
Haryana,2018,2,Districts,rewari district,328327,550067350.2914113
Haryana,2018,2,Districts,sonipat district,298107,542723405.4833977
Haryana,2018,2,Districts,panipat district,292882,479776695.6633895
Haryana,2018,2,Districts,sirsa district,273013,335953699.1740874
Haryana,2018,2,Districts,karnal district,269531,509200071.7722827
Haryana,2018,2,Districts,rohtak district,214390,439649834.535012
Haryana,2018,2,Districts,ambala district,205929,394907853.9300896
Haryana,2018,3,Districts,gurugram district,2944574,5283554094.625114
Haryana,2018,3,Districts,faridabad district,1088345,1710679403.1382096
Haryana,2018,3,Districts,hisar district,452251,1105161873.6035845
Haryana,2018,3,Districts,rewari district,427851,757652065.717485
Haryana,2018,3,Districts,sonipat district,365960,782292522.6713605
Haryana,2018,3,Districts,panipat district,356229,713574826.0482831
Haryana,2018,3,Districts,karnal district,329435,684756961.473879
Haryana,2018,3,Districts,rohtak district,281567,652600207.457105
Haryana,2018,3,Districts,ambala district,256773,568897823.3336285
Haryana,2018,3,Districts,sirsa district,253030,463946402.97018754
Haryana,2018,4,Districts,gurugram district,4995593,7981636099.317684
Haryana,2018,4,Districts,faridabad district,2499288,2918022192.5249634
Haryana,2018,4,Districts,rewari district,654835,1221145222.1804414
Haryana,2018,4,Districts,hisar district,595495,1693942363.871734
Haryana,2018,4,Districts,sonipat district,515122,1177607202.959694
Haryana,2018,4,Districts,panipat district,459289,1037081215.571183
Haryana,2018,4,Districts,palwal district,452874,768842387.9774277
Haryana,2018,4,Districts,karnal district,420636,1011560755.3202839
Haryana,2018,4,Districts,jhajjar district,373664,837007598.0166535
Haryana,2018,4,Districts,rohtak district,352343,949189264.8091018
Haryana,2019,1,Districts,gurugram district,10105116,11954080814.248253
Haryana,2019,1,Districts,faridabad district,4646987,4660779310.445842
Haryana,2019,1,Districts,rewari district,1245223,1727722378.4215958
Haryana,2019,1,Districts,palwal district,876554,1244712986.033603
Haryana,2019,1,Districts,hisar district,853436,1975165986.504245
Haryana,2019,1,Districts,sonipat district,797992,1560462217.704574
Haryana,2019,1,Districts,panipat district,656460,1327953686.942173
Haryana,2019,1,Districts,jhajjar district,646067,1207594751.3244402
Haryana,2019,1,Districts,karnal district,634159,1360839580.0230286
Haryana,2019,1,Districts,rohtak district,529257,1206884377.3931317
Haryana,2019,2,Districts,gurugram district,11031930,15255501475.414133
Haryana,2019,2,Districts,faridabad district,4798919,6134430494.646593
Haryana,2019,2,Districts,rewari district,1280118,2316339433.9188824
Haryana,2019,2,Districts,palwal district,1023612,1779923051.549746
Haryana,2019,2,Districts,hisar district,1007570,2682579262.0148053
Haryana,2019,2,Districts,sonipat district,925138,2091451081.405012
Haryana,2019,2,Districts,panipat district,733667,1698180216.3777003
